evid;origin;longitude;latitude;depth;magnitude;magnitudet;region;author;mode
"usp2014utac";2014-10-23T00:21:24.716Z;-69.183;-28.724;93.8;4.5;"mb";"Chile-Argentina Border Region";"jroberto";M
"usp2014ustn";2014-10-22T21:01:58.756Z;-67.320;-21.523;289.6;4.1;"mb";"Chile-Bolivia Border Region";"jroberto";M
"usp2014usal";2014-10-22T11:23:16.357Z;-72.505;-15.070;10.0;4.9;"mb";"Southern Peru";"jroberto";M
"usp2014urqc";2014-10-22T06:09:08.107Z;-43.403;-8.604;0.0;3.3;"mR";"Alvorada do Gurgueia/PI";"JRoberto";M
"usp2014urfz";2014-10-22T01:03:08.590Z;-70.840;-20.580;10.0;4.3;"mb";"Near Coast of Northern Chile";"jroberto";M
"usp2014uref";2014-10-22T00:09:20.698Z;-75.787;-14.436;10.0;4.2;"mb";"Near Coast of Peru";"jroberto";M
"usp2014uqqv";2014-10-21T17:23:46.346Z;-77.988;0.589;10.0;4.2;"mb";"Colombia-Ecuador Border Region";"JRoberto";M
"usp2014upyg";2014-10-21T08:01:03.656Z;-73.042;7.378;139.6;4.1;"mb";"Northern Colombia";"jroberto";M
"usp2014uplv";2014-10-21T01:43:36.151Z;-81.600;-0.645;10.0;4.4;"mb";"Off Coast of Ecuador";"Cleusa";M
"usp2014upfg";2014-10-20T22:24:55.210Z;-78.124;0.680;10.0;4.3;"mb";"Colombia-Ecuador Border Region";"jroberto";M
"usp2014upbl";2014-10-20T20:28:55.963Z;-78.031;0.582;10.0;4.4;"mb";"Colombia-Ecuador Border Region";"JRoberto";M
"usp2014uozp";2014-10-20T19:33:23.943Z;-77.734;0.703;10.0;5.5;"mb";"Colombia-Ecuador Border Region";"JRoberto";M
"usp2014uorr";2014-10-20T15:32:31.375Z;-39.082;8.649;10.0;4.3;"mb";"Central Mid Atlantic Ridge";"JRoberto";M
"usp2014uoqj";2014-10-20T14:53:04.520Z;-39.407;8.549;10.0;4.8;"mb";"Central Mid Atlantic Ridge";"JRoberto";M
"usp2014uool";2014-10-20T13:55:25.529Z;-39.495;8.363;10.0;4.6;"mb";"Central Mid Atlantic Ridge";"JRoberto";M
"usp2014uonj";2014-10-20T13:22:30.461Z;-39.526;8.272;10.0;4.6;"mb";"Central Mid Atlantic Ridge";"JRoberto";M
"usp2014uokb";2014-10-20T11:42:17.138Z;-39.482;8.623;10.0;4.6;"mb";"Central Mid Atlantic Ridge";"JRoberto";M
"usp2014uojr";2014-10-20T11:30:18.188Z;-75.067;-9.985;10.0;4.0;"mb";"Central Peru";"JRoberto";M
"usp2014uohh";2014-10-20T10:18:17.605Z;-71.339;-35.611;90.4;4.8;"mb";"Central Chile";"jroberto";M
"usp2014uocj";2014-10-20T07:49:25.301Z;-48.681;-20.448;0.0;2.3;"mR";"Barretos/SP";"JRoberto";M
"usp2014uobw";2014-10-20T07:34:25.212Z;-75.013;-14.953;10.0;4.4;"mb";"Near Coast of Peru";"jroberto";M
"usp2014unmw";2014-10-19T23:59:00.983Z;-39.701;8.531;10.0;4.6;"mb";"Central Mid Atlantic Ridge";"JRoberto";M
"usp2014unmt";2014-10-19T23:56:07.531Z;-39.348;8.700;10.0;4.5;"mb";"Central Mid Atlantic Ridge";"JRoberto";M
"usp2014unlc";2014-10-19T23:05:25.786Z;-70.639;-29.035;129.6;4.5;"mb";"Central Chile";"jroberto";M
"usp2014unit";2014-10-19T21:54:06.410Z;-73.436;-37.382;10.0;4.5;"mb";"Near Coast of Central Chile";"jroberto";M
"usp2014unhg";2014-10-19T21:08:13.174Z;-40.382;8.458;10.0;4.4;"mb";"Central Mid Atlantic Ridge";"JRoberto";M
"usp2014unfe";2014-10-19T20:06:14.121Z;-39.439;8.831;10.0;4.6;"mb";"Central Mid Atlantic Ridge";"jroberto";M
"usp2014uner";2014-10-19T19:51:17.673Z;-39.656;8.196;10.0;4.6;"mb";"Central Mid Atlantic Ridge";"JRoberto";M
"usp2014ummy";2014-10-19T10:53:12.026Z;-76.123;-8.670;10.0;4.3;"mb";"Central Peru";"jroberto@vitoria";M
"usp2014umew";2014-10-19T06:48:54.176Z;-78.537;-1.741;184.8;3.9;"mb";"Ecuador";"JRoberto";M
"usp2014ulwa";2014-10-19T02:20:32.665Z;-76.096;5.038;142.1;4.6;"mb";"Colombia";"jroberto";M
"usp2014ulpp";2014-10-18T23:05:11.477Z;-81.225;-8.331;185.9;4.3;"mb";"Off Coast of Northern Peru";"jroberto";M
"usp2014ulei";2014-10-18T17:24:04.683Z;-75.932;-14.426;10.0;4.8;"mb";"Near Coast of Peru";"Cleusa";M
"usp2014ujhe";2014-10-17T16:34:31.542Z;-73.513;-8.586;62.5;4.5;"mb";"Peru-Brazil Border Region";"jroberto";M
"usp2014ujca";2014-10-17T13:57:37.534Z;-69.288;-20.606;144.1;4.1;"mb";"Northern Chile";"JRoberto";M
"usp2014ujaq";2014-10-17T13:15:18.038Z;-69.124;-20.157;148.3;4.1;"mb";"Northern Chile";"jroberto@vitoria";M
"usp2014uitv";2014-10-17T09:49:36.686Z;-70.065;-18.063;116.0;4.2;"mb";"Near Coast of Northern Chile";"Cleusa";M
"usp2014ufnw";2014-10-15T15:24:38.565Z;-72.992;6.810;168.0;4.2;"mb";"Northern Colombia";"JRoberto";M
"usp2014uffr";2014-10-15T11:17:06.580Z;-69.152;-21.734;168.2;4.0;"mb";"Northern Chile";"jroberto";M
"usp2014ufco";2014-10-15T09:41:27.727Z;-68.924;-22.151;114.0;4.5;"mb";"Northern Chile";"Cleusa";M
"usp2014ueum";2014-10-15T05:36:14.861Z;-71.119;-26.631;10.0;4.2;"mb";"Off Coast of Northern Chile";"jroberto";M
"usp2014uetm";2014-10-15T05:06:25.411Z;-76.130;-13.440;88.0;4.3;"mb";"Near Coast of Peru";"jroberto";M
"usp2014uemf";2014-10-15T01:25:32.006Z;-79.623;-1.716;10.0;4.8;"mb";"Ecuador";"JRoberto";M
"usp2014ueji";2014-10-14T23:57:50.502Z;-77.594;5.057;10.0;4.5;"mb";"Near West Coast of Colombia";"jroberto@vitoria";M
"usp2014uebn";2014-10-14T20:01:38.619Z;-43.759;-22.688;0.0;2.0;"mR";"Seropedica/RJ";"JRoberto";M
"usp2014udhj";2014-10-14T09:50:19.488Z;-71.898;-33.699;10.0;4.5;"mb";"Near Coast of Central Chile";"jroberto";M
"usp2014udgg";2014-10-14T09:16:46.261Z;-71.831;-33.687;41.8;5.0;"mb";"Near Coast of Central Chile";"jroberto";M
"usp2014ubyq";2014-10-13T16:17:54.511Z;-68.448;-23.150;121.6;4.7;"mb";"Northern Chile";"jroberto@vitoria";M
"usp2014ubwo";2014-10-13T15:14:19.069Z;-73.409;-15.279;10.0;5.6;"mb";"Southern Peru";"jroberto@vitoria";M
"usp2014ubjf";2014-10-13T08:29:21.154Z;-41.640;-16.002;0.0;2.0;"mR";"Santa Cruz de Salinas/MG";"jroberto";M
"usp2014uaxj";2014-10-13T02:31:43.015Z;-71.366;-15.478;128.0;4.3;"mb";"Southern Peru";"JRoberto";M
"usp2014uapa";2014-10-12T22:17:49.109Z;-68.585;-21.860;120.9;4.8;"mb";"Chile-Bolivia Border Region";"jroberto";M
"usp2014uadh";2014-10-12T16:23:04.513Z;-71.054;-31.167;10.0;4.4;"mb";"Near Coast of Central Chile";"jroberto";M
"usp2014tzsd";2014-10-12T10:44:11.439Z;-68.134;-22.778;126.8;5.2;"mb";"Northern Chile";"jroberto";M
"usp2014tzjv";2014-10-12T06:32:30.650Z;-43.863;-16.698;2.0;2.5;"mR";"Montes Claros/MG";"JRoberto";M
"usp2014tyvu";2014-10-11T23:26:59.595Z;-80.060;2.042;10.0;4.5;"mb";"South of Panama";"jroberto@vitoria";M
"usp2014txwm";2014-10-11T10:40:14.613Z;-76.184;-14.185;10.0;4.4;"mb";"Near Coast of Peru";"jroberto@vitoria";M
"usp2014txvb";2014-10-11T09:57:26.095Z;-69.055;-21.367;192.2;4.3;"mb";"Northern Chile";"jroberto@vitoria";M
"usp2014txsx";2014-10-11T08:52:05.899Z;-68.331;-18.417;185.0;4.3;"mb";"Chile-Bolivia Border Region";"JRoberto";M
"usp2014tute";2014-10-09T17:34:43.801Z;-78.638;-44.891;10.0;5.0;"mb";"Off Coast of Southern Chile";"jroberto";M
"usp2014tufg";2014-10-09T10:33:30.668Z;-78.226;7.226;9.6;4.8;"mb";"Panama";"JRoberto";M
"usp2014trij";2014-10-07T20:42:45.700Z;-43.892;-16.748;2.0;1.3;"mR";"Montes Claros/MG";"JRoberto";M
"usp2014trgy";2014-10-07T19:59:29.135Z;-43.905;-16.675;2.0;1.3;"mR";"Montes Claros/MG";"JRoberto";M
"usp2014tqth";2014-10-07T13:05:53.380Z;-70.703;-19.853;10.0;4.4;"mb";"Near Coast of Northern Chile";"jroberto@vitoria";M
"usp2014tqsf";2014-10-07T12:33:24.128Z;-70.700;-19.861;10.0;4.8;"mb";"Near Coast of Northern Chile";"jroberto@vitoria";M
"usp2014tqly";2014-10-07T09:23:48.885Z;-70.334;-24.834;10.0;4.4;"mb";"Near Coast of Northern Chile";"jroberto@vitoria";M
"usp2014tqkk";2014-10-07T08:37:14.751Z;-67.593;-24.153;232.8;3.9;"mb";"Chile-Argentina Border Region";"jroberto@vitoria";M
"usp2014tqfl";2014-10-07T06:05:58.520Z;-76.913;5.738;10.0;4.8;"mb";"Colombia";"jroberto@vitoria";M
"usp2014tqdo";2014-10-07T05:09:10.767Z;-69.177;-19.548;101.7;5.9;"mb";"Northern Chile";"jroberto@vitoria";M
"usp2014tovs";2014-10-06T12:03:38.081Z;-68.567;-31.468;83.0;4.8;"mb";"San Juan Province, Argentina";"jroberto";M
"usp2014tomu";2014-10-06T07:32:33.935Z;-49.108;-26.389;0.0;2.6;"mR";"Schroeder/SC";"JRoberto";M
"usp2014tnzz";2014-10-06T01:04:13.537Z;-78.360;-3.260;131.2;4.2;"mb";"Peru-Ecuador Border Region";"JRoberto";M
"usp2014tndx";2014-10-05T13:54:42.285Z;-76.281;-4.454;10.0;4.6;"mb";"Northern Peru";"JRoberto";M
"usp2014tkug";2014-10-04T06:46:37.265Z;-67.713;-22.661;130.4;4.2;"mb";"Chile-Bolivia Border Region";"jroberto";M
"usp2014tknz";2014-10-04T03:36:32.325Z;-73.214;6.892;174.9;4.1;"mb";"Northern Colombia";"jroberto";M
"usp2014tknn";2014-10-04T03:22:04.534Z;-77.773;6.632;10.0;4.6;"mb";"Near West Coast of Colombia";"jroberto";M
"usp2014tiyv";2014-10-03T06:48:21.072Z;-70.321;12.552;10.0;4.9;"mb";"Near Coast of Venezuela";"jroberto";M
"usp2014tilf";2014-10-02T23:55:27.741Z;-72.277;-15.923;123.6;4.1;"mb";"Southern Peru";"jroberto";M
"usp2014tifa";2014-10-02T20:48:10.028Z;-60.126;-17.661;0.0;2.6;"mR";"Central Bolivia";"JRoberto";M
"usp2014tiew";2014-10-02T20:43:37.039Z;-57.128;-9.929;0.0;3.1;"mR";"Nova Monte Verde/MT";"JRoberto";M
"usp2014thrw";2014-10-02T14:09:37.824Z;-70.245;-23.347;102.6;4.4;"mb";"Near Coast of Northern Chile";"jroberto";M
"usp2014tgot";2014-10-01T23:27:15.213Z;-69.248;-16.830;182.9;4.1;"mb";"Peru-Bolivia Border Region";"JRoberto";M
"usp2014tgko";2014-10-01T21:20:07.029Z;-55.917;-5.615;0.0;2.9;"mR";"Trairao/PA";"JRoberto";M
"usp2014tgin";2014-10-01T20:18:25.981Z;-43.837;-16.745;2.0;1.5;"mR";"Montes Claros/MG";"JRoberto";M
"usp2014tggb";2014-10-01T19:04:00.174Z;-42.134;-18.500;0.0;2.4;"mR";"Marilac/MG";"JRoberto";M
"usp2014tgcw";2014-10-01T17:26:59.921Z;-67.495;-22.348;174.7;4.5;"mb";"Chile-Bolivia Border Region";"jroberto";M
"usp2014tfzg";2014-10-01T15:37:28.745Z;-73.099;6.879;165.9;4.3;"mb";"Northern Colombia";"JRoberto";M
"usp2014tfwl";2014-10-01T14:12:10.545Z;-67.176;-24.004;202.7;4.1;"mb";"Chile-Argentina Border Region";"JRoberto";M
"usp2014tfhq";2014-10-01T06:42:41.078Z;-43.910;-16.652;0.0;1.4;"mR";"Montes Claros/MG";"JRoberto";M
"usp2014tfgm";2014-10-01T06:08:32.076Z;-67.491;-16.587;10.0;4.9;"mb";"Central Bolivia";"massumpcao";M
"usp2014teim";2014-09-30T18:00:18.472Z;-48.113;-18.776;0.0;2.7;"mR";"Araguari/MG";"JRoberto";M
"usp2014tcrv";2014-09-29T20:27:59.958Z;-44.602;-21.140;0.0;2.5;"mR";"Nazareno/MG";"JRoberto";M
"usp2014tabg";2014-09-28T09:49:05.537Z;-68.386;-21.734;108.2;4.7;"mb";"Chile-Bolivia Border Region";"jroberto";M
"usp2014szzf";2014-09-28T08:46:36.651Z;-72.824;-35.584;31.9;5.4;"mb";"Near Coast of Central Chile";"jroberto";M
"usp2014szmy";2014-09-28T02:35:23.254Z;-71.736;-13.677;10.0;4.7;"mb";"Central Peru";"jroberto";M
"usp2014szdw";2014-09-27T22:00:00.960Z;-41.582;-16.065;0.0;2.5;"mR";"Cachoeira de Pajeu/MG";"JRoberto";M
"usp2014szbj";2014-09-27T20:45:01.368Z;-67.611;-24.290;243.3;4.3;"mb";"Chile-Argentina Border Region";"jroberto";M
"usp2014syjx";2014-09-27T11:54:35.035Z;-41.698;-15.993;0.0;2.5;"mR";"Santa Cruz de Salinas/MG";"JRoberto";M
"usp2014sydz";2014-09-27T08:54:47.233Z;-72.700;-15.082;10.0;4.4;"mb";"Southern Peru";"jroberto";M
"usp2014swun";2014-09-26T15:00:29.072Z;-69.047;-19.138;109.7;4.1;"mb";"Northern Chile";"JRoberto";M
"usp2014swgt";2014-09-26T08:02:29.990Z;-71.055;-19.846;25.1;4.3;"mb";"Off Coast of Northern Chile";"JRoberto";M
"usp2014sswd";2014-09-24T11:16:13.698Z;-66.560;-23.655;213.4;6.0;"mb";"Jujuy Province, Argentina";"JRoberto";M
"usp2014ssmv";2014-09-24T06:34:39.256Z;-73.375;-34.383;20.8;5.0;"mb";"Off Coast of Central Chile";"JRoberto";M
"usp2014ssds";2014-09-24T01:57:59.068Z;-69.061;-24.677;94.2;4.4;"mb";"Northern Chile";"jroberto";M
"usp2014sryn";2014-09-23T23:20:25.843Z;-66.734;-23.815;206.2;4.5;"mb";"Jujuy Province, Argentina";"JRoberto";M
"usp2014srhg";2014-09-23T14:37:09.827Z;-43.288;-16.054;0.0;2.5;"mR";"Riacho dos Machados/MG";"JRoberto";M
"usp2014sqto";2014-09-23T07:42:19.456Z;-56.777;-11.431;0.0;2.7;"mR";"Novo Horizonte do Norte/MT";"JRoberto";M
"usp2014soyh";2014-09-22T07:49:10.409Z;-70.266;12.941;12.7;4.8;"mb";"Near Coast of Venezuela";"JRoberto";M
"usp2014sopy";2014-09-22T03:36:10.475Z;-67.148;-27.683;162.8;4.0;"mb";"Catamarca Province, Argentina";"JRoberto";M
"usp2014sniu";2014-09-21T10:51:04.072Z;-72.396;-35.633;10.0;4.5;"mb";"Near Coast of Central Chile";"JRoberto";M
"usp2014snfs";2014-09-21T09:18:07.658Z;-68.934;-19.979;106.0;4.5;"mb";"Chile-Bolivia Border Region";"JRoberto";M
"usp2014smdj";2014-09-20T18:58:51.168Z;-43.869;-16.732;2.0;1.7;"mR";"Montes Claros/MG";"JRoberto";M
"usp2014slxq";2014-09-20T16:05:31.093Z;-43.823;-22.980;0.0;2.8;"mR";"Itaguai";"JRoberto";M
"usp2014slfi";2014-09-20T06:49:58.522Z;-79.269;2.984;10.0;4.7;"mb";"South of Panama";"jroberto";M
"usp2014skxg";2014-09-20T02:44:34.403Z;-74.308;-15.462;85.2;4.3;"mb";"Near Coast of Peru";"JRoberto";M
"usp2014sjqw";2014-09-19T10:22:54.082Z;-73.543;-35.611;22.0;4.7;"mb";"Off Coast of Central Chile";"jroberto";M
"usp2014sioc";2014-09-18T19:51:38.889Z;-41.476;-17.976;0.0;2.2;"mR";"Frei Gaspar/MG";"JRoberto";M
"usp2014sikx";2014-09-18T18:14:21.248Z;-70.714;-20.226;48.0;4.3;"mb";"Near Coast of Northern Chile";"jroberto";M
"usp2014shqq";2014-09-18T07:59:36.608Z;-66.943;-23.146;234.2;4.2;"mb";"Jujuy Province, Argentina";"jroberto";M
"usp2014shjj";2014-09-18T04:20:04.058Z;-75.805;-6.140;121.1;4.2;"mb";"Northern Peru";"jroberto";M
"usp2014shid";2014-09-18T03:42:53.359Z;-69.930;-18.746;90.2;4.4;"mb";"Northern Chile";"jroberto";M
"usp2014sgfj";2014-09-17T13:10:45.029Z;-66.568;-23.075;242.5;4.1;"mb";"Jujuy Province, Argentina";"jroberto";M
"usp2014sfar";2014-09-16T21:40:02.800Z;-67.748;-24.032;287.4;4.0;"mb";"Chile-Argentina Border Region";"JRoberto";M
"usp2014sexu";2014-09-16T20:12:50.501Z;-78.054;3.906;9.3;4.3;"mb";"South of Panama";"JRoberto";M
"usp2014secl";2014-09-16T09:25:40.298Z;-72.675;6.268;10.0;4.4;"mb";"Northern Colombia";"JRoberto";M
"usp2014scbi";2014-09-15T06:35:13.212Z;-71.332;-32.349;60.0;4.3;"mb";"Near Coast of Central Chile";"jroberto";M
"usp2014sadu";2014-09-14T05:33:24.759Z;-69.262;-28.686;104.2;4.5;"mb";"Chile-Argentina Border Region";"jroberto";M
"usp2014sabh";2014-09-14T04:18:00.429Z;-67.199;-24.105;196.4;4.0;"mb";"Chile-Argentina Border Region";"jroberto";M
"usp2014ryfb";2014-09-13T03:56:07.587Z;-67.430;-21.969;193.2;4.6;"mb";"Chile-Bolivia Border Region";"jroberto";M
"usp2014rwos";2014-09-12T06:32:25.039Z;-68.470;-23.672;111.1;4.6;"mb";"Northern Chile";"jroberto";M
"usp2014rvmh";2014-09-11T16:10:13.816Z;-54.603;-31.573;0.0;2.7;"mR";"AceguaV";"jroberto";M
"usp2014rumu";2014-09-11T03:17:18.374Z;-56.651;-11.624;0.0;3.9;"mR";"Novo Horizonte do Norte/MT";"JRoberto";M
"usp2014rumr";2014-09-11T03:13:58.697Z;-56.666;-11.585;0.0;3.6;"mR";"Novo Horizonte do Norte/MT";"JRoberto";M
"usp2014rucz";2014-09-10T22:19:37.987Z;-68.564;-21.080;126.8;4.7;"mb";"Chile-Bolivia Border Region";"jroberto";M
"usp2014rtkd";2014-09-10T12:49:16.659Z;-67.684;-28.337;127.8;4.3;"mb";"La Rioja Province, Argentina";"jroberto";M
"usp2014rtdj";2014-09-10T09:23:25.005Z;-68.913;-21.236;126.6;4.4;"mb";"Chile-Bolivia Border Region";"jroberto";M
"usp2014rrdo";2014-09-09T07:12:29.229Z;-80.474;-4.519;10.0;4.9;"mb";"Peru-Ecuador Border Region";"jroberto";M
"usp2014rqzj";2014-09-09T05:06:12.560Z;-67.153;-23.390;238.9;4.1;"mb";"Chile-Argentina Border Region";"JRoberto";M
"usp2014rqgh";2014-09-08T19:28:20.655Z;-75.044;-10.211;28.7;4.3;"mb";"Central Peru";"JRoberto";M
"usp2014rprb";2014-09-08T11:46:20.574Z;-69.315;-22.250;118.9;4.2;"mb";"Northern Chile";"JRoberto";M
"usp2014royq";2014-09-08T02:28:08.125Z;-67.045;-20.593;211.1;4.3;"mb";"Southern Bolivia";"JRoberto";M
"usp2014romy";2014-09-07T20:33:04.360Z;-67.067;-24.134;193.2;4.5;"mb";"Chile-Argentina Border Region";"jroberto";M
"usp2014roci";2014-09-07T15:11:49.518Z;-75.096;-14.610;88.6;4.1;"mb";"Near Coast of Peru";"jroberto";M
"usp2014rnrn";2014-09-07T09:43:51.117Z;-71.378;-16.428;111.6;4.4;"mb";"Southern Peru";"JRoberto";M
"usp2014rmwr";2014-09-06T23:11:19.021Z;-49.305;-12.944;0.0;2.7;"mR";"Talisma/TO";"JRoberto";M
"usp2014rmgb";2014-09-06T14:47:46.082Z;-45.400;-20.179;0.0;2.7;"mR";"Japaraiba/MG";"jroberto";M
"usp2014rlnd";2014-09-06T05:14:25.243Z;-67.010;-23.239;285.7;3.8;"mb";"Chile-Argentina Border Region";"jroberto";M
"usp2014rkwl";2014-09-05T20:48:57.562Z;-71.565;-31.012;10.1;4.6;"mb";"Near Coast of Central Chile";"JRoberto";M
"usp2014rkrs";2014-09-05T18:24:57.693Z;-56.996;-10.598;0.0;2.3;"mR";"Tabapora/MT";"JRoberto";M
"usp2014riwx";2014-09-04T18:46:25.099Z;-77.531;-1.247;161.1;4.3;"mb";"Ecuador";"JRoberto";M
"usp2014riel";2014-09-04T09:26:49.751Z;-70.352;-20.586;12.9;5.1;"mb";"Near Coast of Northern Chile";"jroberto";M
"usp2014rhwq";2014-09-04T05:29:44.877Z;-66.550;-23.817;208.7;4.2;"mb";"Jujuy Province, Argentina";"JRoberto";M
"usp2014rhti";2014-09-04T03:49:08.040Z;-69.306;-20.192;152.0;4.2;"mb";"Northern Chile";"jroberto";M
"usp2014rhnz";2014-09-04T01:07:59.395Z;-66.992;-23.905;226.7;4.4;"mb";"Jujuy Province, Argentina";"jroberto";M
"usp2014rhju";2014-09-03T23:00:46.197Z;-66.765;-27.706;195.9;4.5;"mb";"Catamarca Province, Argentina";"JRoberto";M
"usp2014rgzr";2014-09-03T17:54:07.134Z;-53.428;-8.616;0.0;2.9;"mR";"Rio Peti/PA";"JRoberto";M
"usp2014rgzp";2014-09-03T17:50:51.435Z;-53.448;-8.623;0.0;3.0;"mR";"Rio Peti/PA";"JRoberto";M
"usp2014rfna";2014-09-02T22:22:07.554Z;-69.353;10.246;10.0;4.9;"mb";"Venezuela";"jroberto";M
"usp2014rffv";2014-09-02T18:43:52.280Z;-68.868;-23.583;114.7;4.2;"mb";"Northern Chile";"jroberto";M
"usp2014rfeb";2014-09-02T17:50:34.587Z;-69.107;-23.104;90.7;4.3;"mb";"Northern Chile";"jroberto";M
"usp2014rdsq";2014-09-01T22:55:17.565Z;-74.872;-15.091;10.0;5.1;"mb";"Near Coast of Peru";"jroberto";M
"usp2014rdsk";2014-09-01T22:48:30.151Z;-65.020;-17.855;10.0;4.0;"mb";"Central Bolivia";"JRoberto";M
"usp2014rdoz";2014-09-01T21:05:35.189Z;-69.471;-17.335;135.9;4.4;"mb";"Peru-Bolivia Border Region";"JRoberto";M
"usp2014rdmv";2014-09-01T19:59:32.052Z;-43.875;-16.669;2.0;2.2;"mR";"Montes Claros/MG";"JRoberto";M
"usp2014rddf";2014-09-01T15:08:20.897Z;-76.004;-11.079;14.9;4.3;"mb";"Central Peru";"JRoberto";M
"usp2014rcwe";2014-09-01T11:34:49.411Z;-63.344;9.735;10.0;4.5;"mb";"Venezuela";"JRoberto";M
"usp2014rayq";2014-08-31T10:33:51.144Z;-67.866;-24.265;244.2;4.0;"mb";"Chile-Argentina Border Region";"jroberto";M
"usp2014raau";2014-08-30T22:30:00.612Z;-81.612;-43.645;10.0;4.8;"mb";"West Chile Rise";"jroberto";M
"usp2014qyol";2014-08-30T03:07:58.357Z;-78.019;-11.008;10.0;4.5;"mb";"Off Coast of Peru";"jroberto";M
"usp2014qyai";2014-08-29T19:59:52.871Z;-43.934;-16.643;0.0;1.3;"mR";"Montes Claros/MG";"JRoberto";M
"usp2014qwgo";2014-08-28T20:52:50.080Z;-47.754;-11.560;0.0;2.5;"mR";"Chapada da Natividade/TO";"JRoberto";M
"usp2014qvxu";2014-08-28T16:27:22.184Z;-59.562;-14.827;0.0;2.7;"mR";"Conquista D'oeste/MT";"JRoberto";M
"usp2014qvme";2014-08-28T10:35:05.000Z;-60.798;-16.185;0.0;3.2;"mR";"Central Bolivia";"marcelo";M
"usp2014qvel";2014-08-28T06:37:32.960Z;-74.496;-27.272;10.0;5.0;"mb";"Off Coast of Northern Chile";"JRoberto";M
"usp2014quvq";2014-08-28T02:14:14.506Z;-69.603;-17.200;179.7;3.8;"mb";"Peru-Bolivia Border Region";"JRoberto";M
"usp2014quew";2014-08-27T17:45:20.801Z;-68.653;-21.309;22.5;3.9;"mb";"Chile-Bolivia Border Region";"JRoberto";M
"usp2014qtwv";2014-08-27T13:40:51.948Z;-69.916;-17.857;179.1;4.2;"mb";"Peru-Bolivia Border Region";"JRoberto";M
"usp2014qtbb";2014-08-27T02:41:54.214Z;-73.396;-14.715;54.1;4.6;"mb";"Central Peru";"JRoberto";M
"usp2014qsqv";2014-08-26T21:31:55.145Z;-81.258;-3.369;19.6;4.7;"mb";"Near Coast of Northern Peru";"JRoberto";M
"usp2014qsbx";2014-08-26T13:59:41.495Z;-66.546;-22.657;242.2;4.2;"mb";"Jujuy Province, Argentina";"jroberto";M
"usp2014qqtm";2014-08-25T20:36:02.545Z;-69.224;-22.102;148.1;4.0;"mb";"Northern Chile";"JRoberto";M
"usp2014qqtl";2014-08-25T20:34:52.100Z;-43.892;-16.646;2.0;2.2;"mR";"Montes Claros/MG";"JRoberto";M
"usp2014qqoi";2014-08-25T17:59:37.900Z;-43.843;-16.775;0.0;1.5;"mR";"Montes Claros/MG";"JRoberto";M
"usp2014qqmk";2014-08-25T17:01:33.949Z;-59.848;-14.997;0.0;2.8;"mR";"Vila Bela da Santissima Trindade/MT";"JRoberto";M
"usp2014qqim";2014-08-25T15:01:37.241Z;-51.723;-23.689;0.0;2.5;"mR";"Bom Sucesso/PR";"JRoberto";M
"usp2014qqhm";2014-08-25T14:31:37.003Z;-73.179;-16.113;61.8;5.7;"mb";"Near Coast of Peru";"JRoberto";M
"usp2014qpdl";2014-08-24T23:21:43.381Z;-73.450;-14.589;74.4;6.7;"Mwp";"Central Peru";"Cleusa";M
"usp2014qopf";2014-08-24T16:09:29.477Z;-67.581;-22.072;185.5;3.8;"mb";"Chile-Bolivia Border Region";"jroberto";M
"usp2014qomg";2014-08-24T14:39:57.932Z;-69.150;-20.714;129.1;4.5;"mb";"Northern Chile";"jroberto";M
"usp2014qnpu";2014-08-24T03:18:44.406Z;-71.736;-33.126;31.2;4.5;"mb";"Near Coast of Central Chile";"jroberto";M
"usp2014qnlc";2014-08-24T00:56:34.738Z;-68.485;-21.326;98.4;3.9;"mb";"Chile-Bolivia Border Region";"jroberto";M
"usp2014qngi";2014-08-23T22:32:21.296Z;-71.306;-32.667;17.0;5.9;"mb";"Near Coast of Central Chile";"jroberto";M
"usp2014qmgz";2014-08-23T09:43:31.117Z;-48.238;-12.340;0.0;2.6;"mR";"Sao Valerio da Natividade/TO";"JRoberto";M
"usp2014qlxd";2014-08-23T04:45:33.111Z;-68.825;-20.034;101.6;5.8;"mb";"Chile-Bolivia Border Region";"jroberto";M
"usp2014qlwn";2014-08-23T04:27:04.993Z;-53.247;-8.544;0.0;2.6;"mR";"Rio Peti/PA";"JRoberto";M
"usp2014qlvd";2014-08-23T03:45:00.187Z;-69.882;-21.479;48.2;4.5;"mb";"Northern Chile";"jroberto";M
"usp2014qlft";2014-08-22T19:59:01.786Z;-43.897;-16.797;0.0;1.5;"mR";"Montes Claros/MG";"JRoberto";M
"usp2014qlad";2014-08-22T17:08:01.931Z;-52.335;-31.234;0.0;2.5;"MLv";"Arroio do Padre/RS";"jroberto";M
"usp2014qksa";2014-08-22T13:02:50.031Z;-35.614;6.475;5.0;4.5;"mb";"Central Mid Atlantic Ridge";"JRoberto";M
"usp2014qjgt";2014-08-21T18:12:50.135Z;-68.313;-24.330;145.7;4.2;"mb";"Chile-Argentina Border Region";"jroberto";M
"usp2014qjfl";2014-08-21T17:33:16.675Z;-71.152;-16.597;87.6;4.2;"mb";"Southern Peru";"jroberto";M
"usp2014qjel";2014-08-21T17:03:00.754Z;-59.721;-14.949;0.0;2.7;"mR";"Vila Bela da Santissima Trindade/MT";"JRoberto";M
