,EventID,Event,Pick,Network,Station,Location,Channel,Latitude,Longitude,Distance,Origem Latitude,Origem Longitude,Depth/km,Pick Time,Origin Time,Start Time,End Time,Cat,MLv,Certainty,Path,Error
135890,usp2018kkmz,20180529T011609,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-20.0751915,-68.90077972,95195.09888,,2018-05-29T01:16:09.521969Z,,,,,,,channel metadata:
135958,usp2018kkem,20180528T205919,P,BX,TQJ6A,10.0,"['HHZ', 'HHZ']",,,,-31.60890007,-69.32397461,10000.0,,2018-05-28T20:59:19.982360Z,,,,,,,channel metadata:
135959,usp2018kkem,20180528T205919,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-31.60890007,-69.32397461,10000.0,,2018-05-28T20:59:19.982360Z,,,,,,,channel metadata:
136128,usp2018kbkk,20180524T014510,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-12.42712402,-71.72497559,10375.03338,,2018-05-24T01:45:10.738710Z,,,,,,,channel metadata:
136203,usp2018kamu,20180523T134857,P,BX,TQJ6A,10.0,"['HHZ', 'HHZ']",,,,-21.36038399,-67.93292236,50886.78741,,2018-05-23T13:48:57.523496Z,,,,,,,channel metadata:
136205,usp2018kamu,20180523T134857,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.36038399,-67.93292236,50886.78741,,2018-05-23T13:48:57.523496Z,,,,,,,channel metadata:
136317,usp2018jzwv,20180523T054443,P,BX,TQJ6A,10.0,"['HHZ', 'HHZ']",,,,7.45972538,-36.37434006,10000.0,,2018-05-23T05:44:43.759455Z,,,,,,,channel metadata:
136318,usp2018jzwv,20180523T054443,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,7.45972538,-36.37434006,10000.0,,2018-05-23T05:44:43.759455Z,,,,,,,channel metadata:
136388,usp2018jylb,20180522T104050,P,BX,TQJ6A,10.0,"['HHZ', 'HHZ']",,,,-21.15297508,-68.66329193,51819.92722,,2018-05-22T10:40:50.223326Z,,,,,,,channel metadata:
136390,usp2018jylb,20180522T104050,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.15297508,-68.66329193,51819.92722,,2018-05-22T10:40:50.223326Z,,,,,,,channel metadata:
136636,usp2018jsqt,20180519T064335,P,BX,TQJ6A,10.0,"['HHZ', 'HHZ']",,,,-32.22544861,-71.44917297,10000.0,,2018-05-19T06:43:35.812440Z,,,,,,,channel metadata:
136637,usp2018jsqt,20180519T064335,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-32.22544861,-71.44917297,10000.0,,2018-05-19T06:43:35.812440Z,,,,,,,channel metadata:
136907,usp2018jhic,20180513T015207,P,BX,TQJ6A,10.0,"['HHZ', 'HHZ']",,,,-30.82956123,-65.32391357,192282.6691,,2018-05-13T01:52:07.110863Z,,,,,,,channel metadata:
136908,usp2018jhic,20180513T015207,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-30.82956123,-65.32391357,192282.6691,,2018-05-13T01:52:07.110863Z,,,,,,,channel metadata:
137009,usp2018jfew,20180511T215739,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-32.70533752,-71.85564423,11576.17188,,2018-05-11T21:57:39.677945Z,,,,,,,channel metadata:
137100,usp2018jfem,20180511T214605,P,VL,GNG2,,"['HHZ', 'HHZ']",,,,-21.7403965,-44.83194351,0.0,,2018-05-11T21:46:05.766875Z,,,,,,,channel metadata:
137177,usp2018jdqa,20180511T011945,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-24.06432343,-66.86227417,187212.8143,,2018-05-11T01:19:45.725361Z,,,,,,,channel metadata:
137261,usp2018jdfm,20180510T200034,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.71715164,-67.77410889,85660.40802,,2018-05-10T20:00:34.142745Z,,,,,,,channel metadata:
137318,usp2018jdcf,20180510T182122,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-17.06589699,-46.82403183,0.0,,2018-05-10T18:21:22.488226Z,,,,,,,channel metadata:
137319,usp2018jdcf,20180510T182122,P,BX,TQJ6A,10.0,"['HHZ', 'HHZ']",,,,-17.06589699,-46.82403183,0.0,,2018-05-10T18:21:22.488226Z,,,,,,,channel metadata:
137323,usp2018jdcf,20180510T182122,P,VL,GNG2,,"['HHZ', 'HHZ']",,,,-17.06589699,-46.82403183,0.0,,2018-05-10T18:21:22.488226Z,,,,,,,channel metadata:
137349,usp2018jcwz,20180510T154245,P,BX,TQJ6A,10.0,"['HHZ', 'HHZ']",,,,-27.10759735,-67.1146698,157997.1313,,2018-05-10T15:42:45.437361Z,,,,,,,channel metadata:
137351,usp2018jcwz,20180510T154245,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-27.10759735,-67.1146698,157997.1313,,2018-05-10T15:42:45.437361Z,,,,,,,channel metadata:
137417,usp2018jcjl,20180510T085122,P,BX,TQJ6A,10.0,"['HHZ', 'HHZ']",,,,-22.52277946,-66.13308716,260558.6853,,2018-05-10T08:51:22.432499Z,,,,,,,channel metadata:
137419,usp2018jcjl,20180510T085122,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-22.52277946,-66.13308716,260558.6853,,2018-05-10T08:51:22.432499Z,,,,,,,channel metadata:
137465,usp2018jagk,20180509T050346,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.4438858,-68.25306702,101548.4695,,2018-05-09T05:03:46.068368Z,,,,,,,channel metadata:
137579,usp2018iwud,20180507T072636,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-23.41905403,-71.59168243,15573.1039,,2018-05-07T07:26:36.892744Z,,,,,,,channel metadata:
137689,usp2018iuph,20180506T024419,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-34.23738098,-72.1173172,10000.0,,2018-05-06T02:44:19.586954Z,,,,,,,channel metadata:
137781,usp2018itpq,20180505T134642,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-17.88845062,-69.20452118,119857.0938,,2018-05-05T13:46:42.957022Z,,,,,,,channel metadata:
137877,usp2018ishh,20180504T202529,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-29.78870392,-71.33223724,10000.0,,2018-05-04T20:25:29.808770Z,,,,,,,channel metadata:
137976,usp2018ipsx,20180503T105250,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-26.30411339,-68.01776123,63929.31366,,2018-05-03T10:52:50.977960Z,,,,,,,channel metadata:
138107,usp2018iohw,20180502T160942,P,BX,TQJ6A,10.0,"['HHZ', 'HHZ']",,,,-33.62395859,-70.18357849,20078.78876,,2018-05-02T16:09:42.610521Z,,,,,,,channel metadata:
138108,usp2018iohw,20180502T160942,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-33.62395859,-70.18357849,20078.78876,,2018-05-02T16:09:42.610521Z,,,,,,,channel metadata:
138209,usp2018inue,20180502T091518,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-20.0531311,-68.88716888,94410.73608,,2018-05-02T09:15:18.240206Z,,,,,,,channel metadata:
138326,usp2018iiwy,20180429T165803,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-23.20637703,-67.79277802,140000.0,,2018-04-29T16:58:03.856353Z,,,,,,,channel metadata:
138408,usp2018ihjc,20180428T204954,P,BX,TQJ6A,10.0,"['HHZ', 'HHZ']",,,,-33.41856766,-68.91240692,10000.0,,2018-04-28T20:49:54.797191Z,,,,,,,channel metadata:
138409,usp2018ihjc,20180428T204954,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-33.41856766,-68.91240692,10000.0,,2018-04-28T20:49:54.797191Z,,,,,,,channel metadata:
138453,usp2018igxg,20180428T145118,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-22.88060188,-66.44837952,220000.0,,2018-04-28T14:51:18.089768Z,,,,,,,channel metadata:
138534,usp2018igan,20180428T032113,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-25.33132362,-69.36223602,10000.0,,2018-04-28T03:21:13.155431Z,,,,,,,channel metadata:
138604,usp2018iecj,20180427T020106,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-24.23426056,-66.96665192,188000.0,,2018-04-27T02:01:06.347568Z,,,,,,,channel metadata:
138674,usp2018idyg,20180426T235715,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.61414528,-68.08649445,83009.01794,,2018-04-26T23:57:15.799195Z,,,,,,,channel metadata:
138878,usp2018icnv,20180426T053242,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-30.78250694,-71.30995178,10000.0,,2018-04-26T05:32:42.401803Z,,,,,,,channel metadata:
139009,usp2018hzbq,20180424T075816,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.50904083,-67.98168945,151000.0,,2018-04-24T07:58:16.552692Z,,,,,,,channel metadata:
139072,usp2018hyrh,20180424T024422,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-14.50061226,-74.55414581,10000.0,,2018-04-24T02:44:22.809682Z,,,,,,,channel metadata:
139165,usp2018hxvk,20180423T154210,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,5.051781654,-75.59114075,124000.0,,2018-04-23T15:42:10.085034Z,,,,,,,channel metadata:
139227,usp2018hxqa,20180423T125752,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.39884377,-68.51618195,157000.0,,2018-04-23T12:57:52.173006Z,,,,,,,channel metadata:
139341,usp2018hxcg,20180423T060025,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-22.11532211,-68.50681305,10000.0,,2018-04-23T06:00:25.916928Z,,,,,,,channel metadata:
139456,usp2018httm,20180421T101015,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-23.15540695,-66.88844299,234000.0,,2018-04-21T10:10:15.649093Z,,,,,,,channel metadata:
139540,usp2018htoy,20180421T075243,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-27.33462715,-69.33996582,10000.0,,2018-04-21T07:52:43.843892Z,,,,,,,channel metadata:
139702,usp2018hmwj,20180417T154038,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-22.33846474,-66.09170532,268000.0,,2018-04-17T15:40:38.895327Z,,,,,,,channel metadata:
139823,usp2018hmdd,20180417T055737,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-34.8609581,-71.77574921,10000.0,,2018-04-17T05:57:37.866106Z,,,,,,,channel metadata:
139879,usp2018hkup,20180416T123125,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-30.17025948,-72.35073853,10000.0,,2018-04-16T12:31:25.406376Z,,,,,,,channel metadata:
139908,usp2018hkek,20180416T042031,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-20.87265396,-48.83381653,0.0,,2018-04-16T04:20:31.036611Z,,,,,,,channel metadata:
140091,usp2018hgmx,20180414T040428,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-32.34964371,-72.36894226,10000.0,,2018-04-14T04:04:28.897133Z,,,,,,,channel metadata:
140280,usp2018hewa,20180413T062514,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-18.22872734,-69.19158936,137000.0,,2018-04-13T06:25:14.013164Z,,,,,,,channel metadata:
140329,usp2018herv,20180413T041843,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-23.85678864,-66.58799744,218000.0,,2018-04-13T04:18:43.068202Z,,,,,,,channel metadata:
140433,usp2018hbzl,20180411T164412,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-26.92122841,-71.71224976,19279.7718,,2018-04-11T16:44:12.392470Z,,,,,,,channel metadata:
140495,usp2018hbnd,20180411T103126,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-30.38673592,-67.45520782,10000.0,,2018-04-11T10:31:26.574336Z,,,,,,,channel metadata:
140620,usp2018gzrg,20180410T101929,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-30.92481422,-71.31209564,18831.30264,,2018-04-10T10:19:29.778459Z,,,,,,,channel metadata:
140668,usp2018gynf,20180409T190849,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-15.81248188,-74.15516663,51411.82709,,2018-04-09T19:08:49.511705Z,,,,,,,channel metadata:
140703,usp2018gyks,20180409T175338,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-22.26499939,-67.82003021,110260.2158,,2018-04-09T17:53:38.749048Z,,,,,,,channel metadata:
140758,usp2018gykv,20180409T175337,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-22.40186501,-68.07570648,141740.0665,,2018-04-09T17:53:37.908126Z,,,,,,,channel metadata:
140850,usp2018gxjj,20180409T040438,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.13894463,-66.4365387,246914.3829,,2018-04-09T04:04:38.098788Z,,,,,,,channel metadata:
140893,usp2018gwun,20180408T203456,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-15.23089695,-71.93978882,123337.5473,,2018-04-08T20:34:56.638149Z,,,,,,,channel metadata:
140930,usp2018gwoa,20180408T171742,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-22.88042068,-67.73318481,98371.30737,,2018-04-08T17:17:42.250885Z,,,,,,,channel metadata:
141204,usp2018grqd,20180406T004018,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-15.17182255,-75.40055084,19615.40031,,2018-04-06T00:40:18.476583Z,,,,,,,channel metadata:
144123,usp2018eoak,20180306T141353,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-31.74752235,-68.1506958,72578.81165,,2018-03-06T14:13:53.289241Z,,,,,,,channel metadata:
144249,usp2018elob,20180305T054420,P,VL,GNG2,,"['HHZ', 'HHZ']",,,,-22.64247131,-66.38516998,225458.5724,,2018-03-05T05:44:20.837353Z,,,,,,,channel metadata:
144265,usp2018elob,20180305T054420,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-22.64247131,-66.38516998,225458.5724,,2018-03-05T05:44:20.837353Z,,,,,,,channel metadata:
144382,usp2018eknj,20180304T161628,P,VL,GNG3,,"['HHZ', 'HHZ']",,,,-20.34449005,-68.43370056,87356.33087,,2018-03-04T16:16:28.423077Z,,,,,,,channel metadata:
144383,usp2018eknj,20180304T161628,P,VL,GNG2,,"['HHZ', 'HHZ']",,,,-20.34449005,-68.43370056,87356.33087,,2018-03-04T16:16:28.423077Z,,,,,,,channel metadata:
144384,usp2018eknj,20180304T161628,P,VL,GNG1,,"['HHZ', 'HHZ']",,,,-20.34449005,-68.43370056,87356.33087,,2018-03-04T16:16:28.423077Z,,,,,,,channel metadata:
144408,usp2018eknj,20180304T161628,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-20.34449005,-68.43370056,87356.33087,,2018-03-04T16:16:28.423077Z,,,,,,,channel metadata:
144489,usp2018ekmc,20180304T153611,P,VL,GNG3,,"['HHZ', 'HHZ']",,,,-31.3589344,-71.72592163,10000.0,,2018-03-04T15:36:11.639687Z,,,,,,,channel metadata:
144490,usp2018ekmc,20180304T153611,P,VL,GNG2,,"['HHZ', 'HHZ']",,,,-31.3589344,-71.72592163,10000.0,,2018-03-04T15:36:11.639687Z,,,,,,,channel metadata:
144491,usp2018ekmc,20180304T153611,P,VL,GNG1,,"['HHZ', 'HHZ']",,,,-31.3589344,-71.72592163,10000.0,,2018-03-04T15:36:11.639687Z,,,,,,,channel metadata:
144506,usp2018ekmc,20180304T153611,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-31.3589344,-71.72592163,10000.0,,2018-03-04T15:36:11.639687Z,,,,,,,channel metadata:
144682,usp2018efzm,20180302T044215,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-22.02677917,-63.71354294,530000.0,,2018-03-02T04:42:15.216958Z,,,,,,,channel metadata:
144740,usp2018edia,20180228T173547,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-22.14721107,-67.42718506,140557.0679,,2018-02-28T17:35:47.473750Z,,,,,,,channel metadata:
144820,usp2018eact,20180226T233141,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-28.43871117,-67.67746735,110000.0,,2018-02-26T23:31:41.664957Z,,,,,,,channel metadata:
144883,usp2018dyuy,20180226T062649,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-15.18354511,-71.55491638,43319.94247,,2018-02-26T06:26:49.372746Z,,,,,,,channel metadata:
144967,usp2018dwrn,20180225T022624,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-20.13973808,-47.21217728,0.0,,2018-02-25T02:26:24.619398Z,,,,,,,channel metadata:
145008,usp2018dugx,20180223T184923,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-34.15429688,-72.09973145,10000.0,,2018-02-23T18:49:23.980318Z,,,,,,,channel metadata:
145072,usp2018dpgw,20180221T010659,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-18.80680084,-69.60713196,10000.0,,2018-02-21T01:06:59.229302Z,,,,,,,channel metadata:
145149,usp2018doeq,20180220T105102,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-19.89283562,-70.63990021,10000.0,,2018-02-20T10:51:02.833333Z,,,,,,,channel metadata:
145210,usp2018docg,20180220T093855,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-25.14628983,-70.58734131,10000.0,,2018-02-20T09:38:55.503076Z,,,,,,,channel metadata:
145279,usp2018dnxh,20180220T070800,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-16.58612251,-69.6787796,147000.0,,2018-02-20T07:08:00.764064Z,,,,,,,channel metadata:
145337,usp2018dmfi,20180219T085620,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-15.89631271,-73.9271698,10000.0,,2018-02-19T08:56:20.326500Z,,,,,,,channel metadata:
145399,usp2018dkyb,20180218T160739,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.48214912,-68.65562439,99000.0,,2018-02-18T16:07:39.850432Z,,,,,,,channel metadata:
145471,usp2018dgyp,20180216T115017,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-29.65991783,-70.10649109,10000.0,,2018-02-16T11:50:17.586634Z,,,,,,,channel metadata:
145668,usp2018dboe,20180213T125438,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.44816017,-69.03481293,69000.0,,2018-02-13T12:54:38.710031Z,,,,,,,channel metadata:
145717,usp2018cxfx,20180211T041111,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-16.48808479,-73.90698242,10000.0,,2018-02-11T04:11:11.703860Z,,,,,,,channel metadata:
145879,usp2018crwi,20180208T053949,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-17.49740601,-69.95516968,10000.0,,2018-02-08T05:39:49.404582Z,,,,,,,channel metadata:
145967,usp2018codq,20180206T044846,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-35.30606079,-74.21962738,10000.0,,2018-02-06T04:48:46.903907Z,,,,,,,channel metadata:
146057,usp2018cmck,20180205T015518,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.21627617,-68.6364212,120000.0,,2018-02-05T01:55:18.465126Z,,,,,,,channel metadata:
146104,usp2018clug,20180204T214723,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-17.36092567,-70.87958527,10000.0,,2018-02-04T21:47:23.647451Z,,,,,,,channel metadata:
146180,usp2018ckzn,20180204T111931,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-24.98105049,-68.73332214,156000.0,,2018-02-04T11:19:31.182289Z,,,,,,,channel metadata:
146200,usp2018chnz,20180202T140503,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-16.46989632,-69.73274994,166000.0,,2018-02-02T14:05:03.439690Z,,,,,,,channel metadata:
146254,usp2018chek,20180202T091450,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-19.98976135,-69.31220245,86000.0,,2018-02-02T09:14:50.929654Z,,,,,,,channel metadata:
146314,usp2018cgko,20180201T231341,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-31.79543877,-70.34931946,10000.0,,2018-02-01T23:13:41.469230Z,,,,,,,channel metadata:
146411,usp2018ccel,20180130T153506,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-23.92256165,-66.81439972,213000.0,,2018-01-30T15:35:06.506181Z,,,,,,,channel metadata:
146458,usp2018cccc,20180130T142351,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-15.80626202,-74.35865784,10000.0,,2018-01-30T14:23:51.205378Z,,,,,,,channel metadata:
146590,usp2018bzdw,20180128T235303,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-31.46528244,-69.21294403,10000.0,,2018-01-28T23:53:03.255187Z,,,,,,,channel metadata:
146658,usp2018byct,20180128T101120,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-28.23830605,-69.09577942,10000.0,,2018-01-28T10:11:20.104849Z,,,,,,,channel metadata:
146804,usp2018bvqg,20180127T013613,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-22.89860344,-66.54662323,217805.8777,,2018-01-27T01:36:13.790017Z,,,,,,,channel metadata:
146832,usp2018bufm,20180126T070102,P,BX,TQJ4A,,"['HHZ', 'HHN']",,,,-21.38167381,-48.5839119,2500.0,,2018-01-26T07:01:02.987782Z,,,,,,,channel metadata:
146930,usp2018bsnn,20180125T084927,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.69493866,-68.6835022,108000.0,,2018-01-25T08:49:27.879667Z,,,,,,,channel metadata:
147041,usp2018bqpy,20180124T074554,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-20.17442322,-69.23362732,10000.0,,2018-01-24T07:45:54.501967Z,,,,,,,channel metadata:
147124,usp2018boqa,20180123T053135,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,8.104054451,-74.95036316,86859.19189,,2018-01-23T05:31:35.336331Z,,,,,,,channel metadata:
147134,usp2018boqa,20180123T053135,P,VL,GNG1,,"['HHZ', 'HHZ']",,,,8.104054451,-74.95036316,86859.19189,,2018-01-23T05:31:35.336331Z,,,,,,,channel metadata:
147135,usp2018boqa,20180123T053135,P,VL,GNG2,,"['HHZ', 'HHZ']",,,,8.104054451,-74.95036316,86859.19189,,2018-01-23T05:31:35.336331Z,,,,,,,channel metadata:
147136,usp2018boqa,20180123T053135,P,VL,GNG3,,"['HHZ', 'HHZ']",,,,8.104054451,-74.95036316,86859.19189,,2018-01-23T05:31:35.336331Z,,,,,,,channel metadata:
147157,usp2018bnwm,20180122T193958,P,VL,GNG3,,"['HHZ', 'HHZ']",,,,5.538052559,-32.86065292,10000.0,,2018-01-22T19:39:58.889126Z,,,,,,,channel metadata:
147219,usp2018bmpb,20180122T024609,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-20.11473846,-65.33743286,347000.0,,2018-01-22T02:46:09.838206Z,,,,,,,channel metadata:
147286,usp2018bmli,20180122T005328,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-10.61706448,-74.88510132,128000.0,,2018-01-22T00:53:28.704413Z,,,,,,,channel metadata:
147335,usp2018bllo,20180121T115226,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-22.31516647,-66.42764282,262000.0,,2018-01-21T11:52:26.778089Z,,,,,,,channel metadata:
147382,usp2018blfg,20180121T084032,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-20.53931999,-67.8219223,158000.0,,2018-01-21T08:40:32.728138Z,,,,,,,channel metadata:
147515,usp2018bkqg,20180121T010640,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-18.77026176,-69.21822357,103549.1562,,2018-01-21T01:06:40.393958Z,,,,,,,channel metadata:
147609,usp2018bjpj,20180120T113112,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-28.99441338,-71.80052948,22416.99028,,2018-01-20T11:31:12.793937Z,,,,,,,channel metadata:
147624,usp2018bjpj,20180120T113112,P,VL,GNG1,,"['HHZ', 'HHZ']",,,,-28.99441338,-71.80052948,22416.99028,,2018-01-20T11:31:12.793937Z,,,,,,,channel metadata:
147625,usp2018bjpj,20180120T113112,P,VL,GNG2,,"['HHZ', 'HHZ']",,,,-28.99441338,-71.80052948,22416.99028,,2018-01-20T11:31:12.793937Z,,,,,,,channel metadata:
147626,usp2018bjpj,20180120T113112,P,VL,GNG3,,"['HHZ', 'HHZ']",,,,-28.99441338,-71.80052948,22416.99028,,2018-01-20T11:31:12.793937Z,,,,,,,channel metadata:
147707,usp2018bhvg,20180119T121301,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-28.04893303,-67.04718018,235000.0,,2018-01-19T12:13:01.110304Z,,,,,,,channel metadata:
147791,usp2018bgzk,20180119T011141,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-13.23114967,-74.28668976,79414.505,,2018-01-19T01:11:41.703617Z,,,,,,,channel metadata:
147955,usp2018azyx,20180115T045831,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.2207737,-68.68122864,10000.0,,2018-01-15T04:58:31.205012Z,,,,,,,channel metadata:
148057,usp2018aylz,20180114T091846,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-15.60333347,-74.55958557,59728.67584,,2018-01-14T09:18:46.334158Z,,,,,,,channel metadata:
148122,usp2018axaj,20180113T141851,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.41117859,-69.27899933,10000.0,,2018-01-13T14:18:51.143164Z,,,,,,,channel metadata:
148223,usp2018auvl,20180112T093327,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-24.2105484,-68.75274658,105000.0,,2018-01-12T09:33:27.139849Z,,,,,,,channel metadata:
148288,usp2018aqsa,20180110T031632,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-18.15875053,-69.45217896,10000.0,,2018-01-10T03:16:32.364135Z,,,,,,,channel metadata:
148356,usp2018anuf,20180108T125827,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,6.678124905,-73.08757019,154000.0,,2018-01-08T12:58:27.051444Z,,,,,,,channel metadata:
148487,usp2018aerw,20180103T133424,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-22.48428726,-66.28909302,251000.0,,2018-01-03T13:34:24.730145Z,,,,,,,channel metadata:
148567,usp2018aatw,20180101T100224,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-19.16306686,-67.28678131,223991.4093,,2018-01-01T10:02:24.410300Z,,,,,,,channel metadata:
148715,usp2017zoko,20171230T153829,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-18.68614769,-67.11950684,242000.0,,2017-12-30T15:38:29.420986Z,,,,,,,channel metadata:
148788,usp2017znwd,20171230T082039,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-19.15531921,-69.46945953,10000.0,,2017-12-30T08:20:39.978122Z,,,,,,,channel metadata:
148905,usp2017zjwj,20171228T035446,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-24.81624603,-70.16609192,10000.0,,2017-12-28T03:54:46.430795Z,,,,,,,channel metadata:
149062,usp2017zhce,20171226T152610,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-17.45319176,-69.370224,128369.0643,,2017-12-26T15:26:10.219022Z,,,,,,,channel metadata:
149176,usp2017zdth,20171224T193316,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-14.29373074,-74.22687531,10000.0,,2017-12-24T19:33:16.494867Z,,,,,,,channel metadata:
149227,usp2017zdbv,20171224T104354,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-27.27315712,-63.44178772,579000.0,,2017-12-24T10:43:54.987313Z,,,,,,,channel metadata:
