Event,Station,file_name,station,label_cat,prob_nat,prob_ant,pred,nature,EventID,Error,Pick,Network,Location,Channel,Latitude,Longitude,Distance,Origem Latitude,Origem Longitude,Pick Time,Origin Time,Start Time,End Time,Cat,MLv,Certainty,Path,SNR_P,SNR_S,Noise,p,Região Origem,Mean SNR_P,Mean SNR_P_cat,Mean Mag,Mean Mag_cat,Mean Distance,Mean Distance_cat,prob_nat_cat,Distance_cat,Magnitude_cat,SNR_P_cat,Hora,Coord Origem
20220314T064307,BB19B,BL_BB19B_20220314T064307,BB19B,0,0.929,0.071,0,Natural,usp2022fcbn,,P,BL,,HHZ,-21.0662,-48.5279,123.56006920848992,-19.97552872,-48.77915955,2022-03-14T06:43:28.902441Z,2022-03-14T06:43:07.658815Z,2022-03-14T06:43:18.902441Z,2022-03-14T06:44:18.902441Z,earthquake,2.295885013,known,./arquivos/mseed/20220314T064307/BL_BB19B_20220314T064307.mseed,1.9743051050369846,8.732250739044805,4.814593930405619,9.505477375479893,Sudeste,1.9262222839487668,[1-2[,2.295885013,[2-3[,225.49335171950472,[200-250[,>=0.9,[100-150[,[2-3[,[1-2[,6,"[-19.97552872, -48.77915955]"
20220314T064307,FRTB,BL_FRTB_20220314T064307,FRTB,0,0.332,0.668,1,Anthropogenic,usp2022fcbn,,P,BL,,HHZ,-23.3439,-49.564,381.7069847398283,-19.97552872,-48.77915955,2022-03-14T06:44:02.146337Z,2022-03-14T06:43:07.658815Z,2022-03-14T06:43:52.146337Z,2022-03-14T06:44:52.146337Z,earthquake,2.295885013,known,./arquivos/mseed/20220314T064307/BL_FRTB_20220314T064307.mseed,1.141154442835142,1.2157400432490608,1.7474655264579604,1.9941280492187516,Sudeste,1.9262222839487668,[1-2[,2.295885013,[2-3[,225.49335171950472,[200-250[,[0.2-0.4[,>=300,[2-3[,[1-2[,6,"[-19.97552872, -48.77915955]"
20220314T064307,IPMB,BR_IPMB_20220314T064307,IPMB,0,0.988,0.012,0,Natural,usp2022fcbn,,P,BR,,HHZ,-17.982956,-48.211734,228.51118403222372,-19.97552872,-48.77915955,2022-03-14T06:43:43.432058Z,2022-03-14T06:43:07.658815Z,2022-03-14T06:43:33.432058Z,2022-03-14T06:44:33.432058Z,earthquake,2.295885013,known,./arquivos/mseed/20220314T064307/BR_IPMB_20220314T064307.mseed,2.0603294845581304,2.10493094432578,5.526007252716842,11.38539567465458,Sudeste,1.9262222839487668,[1-2[,2.295885013,[2-3[,225.49335171950472,[200-250[,>=0.9,[200-250[,[2-3[,[2-3[,6,"[-19.97552872, -48.77915955]"
20220314T064307,ITRB,BL_ITRB_20220314T064307,ITRB,0,0.925,0.075,0,Natural,usp2022fcbn,,P,BL,,HHZ,-19.7042,-50.359,168.19516889747692,-19.97552872,-48.77915955,2022-03-14T06:43:34.912894Z,2022-03-14T06:43:07.658815Z,2022-03-14T06:43:24.912894Z,2022-03-14T06:44:24.912894Z,earthquake,2.295885013,known,./arquivos/mseed/20220314T064307/BL_ITRB_20220314T064307.mseed,2.529100103364811,4.132185856033779,4.373115762770314,11.060047527648685,Sudeste,1.9262222839487668,[1-2[,2.295885013,[2-3[,225.49335171950472,[200-250[,>=0.9,[150-200[,[2-3[,[2-3[,6,"[-19.97552872, -48.77915955]"
20220316T224751,CANS,BL_CANS_20220316T224751,CANS,0,0.981,0.019,0,Natural,usp2022fgyj,,P,BL,,HHZ,-20.2896,-46.3921,254.9097588967909,-21.0860405,-48.68780518,2022-03-16T22:48:30.748373Z,2022-03-16T22:47:51.885732Z,2022-03-16T22:48:20.748373Z,2022-03-16T22:49:20.748373Z,earthquake,2.128880536,suspected,./arquivos/mseed/20220316T224751/BL_CANS_20220316T224751.mseed,2.024112098471151,1.5487922467270838,6.440775735807926,13.036852090388253,Sudeste,1.5136283342632757,[1-2[,2.128880536,[2-3[,243.46398032904608,[200-250[,>=0.9,[250-300[,[2-3[,[2-3[,22,"[-21.0860405, -48.68780518]"
20220316T224751,ITRB,BL_ITRB_20220316T224751,ITRB,0,0.991,0.009,0,Natural,usp2022fgyj,,P,BL,,HHZ,-19.7042,-50.359,232.01820176130124,-21.0860405,-48.68780518,2022-03-16T22:48:27.983811Z,2022-03-16T22:47:51.885732Z,2022-03-16T22:48:17.983811Z,2022-03-16T22:49:17.983811Z,earthquake,2.128880536,suspected,./arquivos/mseed/20220316T224751/BL_ITRB_20220316T224751.mseed,1.0031445700554005,1.550565444379561,8.100503915495295,8.125976517541616,Sudeste,1.5136283342632757,[1-2[,2.128880536,[2-3[,243.46398032904608,[200-250[,>=0.9,[200-250[,[2-3[,[1-2[,22,"[-21.0860405, -48.68780518]"
20220320T101722,NBMO,NB_NBMO_20220320T101722,NBMO,0,1.0,0.0,0,Natural,usp2022fnhp,,P,NB,,HHZ,-3.310348,-40.042927,125.7827727113917,-4.177233219,-39.30978775,2022-03-20T10:17:44.098426Z,2022-03-20T10:17:22.521770Z,2022-03-20T10:17:34.098426Z,2022-03-20T10:18:34.098426Z,earthquake,2.344440956,known,./arquivos/mseed/20220320T101722/NB_NBMO_20220320T101722.mseed,15.439941318492469,58.500700269687876,7.483155716328543,115.53948513725419,Nordeste,9.484567146376575,[9-10[,2.344440956,[2-3[,182.04498623521627,[150-200[,>=0.9,[100-150[,[2-3[,>= 15,10,"[-4.177233219, -39.30978775]"
20220320T101722,NBPS,NB_NBPS_20220320T101722,NBPS,0,1.0,0.0,0,Natural,usp2022fnhp,,P,NB,,HHZ,-4.393969,-41.445618,238.30719975904083,-4.177233219,-39.30978775,2022-03-20T10:17:59.294419Z,2022-03-20T10:17:22.521770Z,2022-03-20T10:17:49.294419Z,2022-03-20T10:18:49.294419Z,earthquake,2.344440956,known,./arquivos/mseed/20220320T101722/NB_NBPS_20220320T101722.mseed,3.52919297426068,9.283598894051275,6.42894720109997,22.688995294014877,Nordeste,9.484567146376575,[9-10[,2.344440956,[2-3[,182.04498623521627,[150-200[,>=0.9,[200-250[,[2-3[,[3-4[,10,"[-4.177233219, -39.30978775]"
20220321T013358,AQDB,BL_AQDB_20220321T013358,AQDB,0,0.999,0.001,0,Natural,usp2022folv,,P,BL,,HHZ,-20.47579,-55.69971,183.0885389162472,-19.82631111,-57.31029129,2022-03-21T01:34:28.097816Z,2022-03-21T01:33:58.056917Z,2022-03-21T01:34:18.097816Z,2022-03-21T01:35:18.097816Z,earthquake,2.290257159,suspected,./arquivos/mseed/20220321T013358/BL_AQDB_20220321T013358.mseed,9.469313376899379,36.46965692227424,4.34758817089139,41.16867482387134,Centro-Oeste,15.712672074585528,>= 15,2.290257159,[2-3[,159.62021083619177,[150-200[,>=0.9,[150-200[,[2-3[,[9-10[,1,"[-19.82631111, -57.31029129]"
20220321T013358,BDQN,XC_BDQN_20220321T013358,BDQN,0,0.988,0.012,0,Natural,usp2022folv,,P,XC,,HHZ,-20.4487,-56.7497,90.45972467437294,-19.82631111,-57.31029129,2022-03-21T01:34:14.299906Z,2022-03-21T01:33:58.056917Z,2022-03-21T01:34:04.299906Z,2022-03-21T01:35:04.299906Z,earthquake,2.290257159,suspected,./arquivos/mseed/20220321T013358/XC_BDQN_20220321T013358.mseed,18.047535568403156,44.80049720997158,7.640491053151169,137.8920340418118,Centro-Oeste,15.712672074585528,>= 15,2.290257159,[2-3[,159.62021083619177,[150-200[,>=0.9,[50-100[,[2-3[,>= 15,1,"[-19.82631111, -57.31029129]"
20220321T013358,MURT,XC_MURT_20220321T013358,MURT,0,0.998,0.002,0,Natural,usp2022folv,,P,XC,,HHZ,-21.6592,-57.61,205.3123689179552,-19.82631111,-57.31029129,2022-03-21T01:34:31.233708Z,2022-03-21T01:33:58.056917Z,2022-03-21T01:34:21.233708Z,2022-03-21T01:35:21.233708Z,earthquake,2.290257159,suspected,./arquivos/mseed/20220321T013358/XC_MURT_20220321T013358.mseed,19.621167278454053,38.2434216302173,0.9710996406586941,19.054108493410858,Centro-Oeste,15.712672074585528,>= 15,2.290257159,[2-3[,159.62021083619177,[150-200[,>=0.9,[200-250[,[2-3[,>= 15,1,"[-19.82631111, -57.31029129]"
20220322T080825,BSCB,BL_BSCB_20220322T080825,BSCB,0,0.911,0.089,0,Natural,usp2022fquj,,P,BL,,HHZ,-20.9984,-44.7635,202.0324877549524,-22.76112366,-44.25880814,2022-03-22T08:08:57.273512Z,2022-03-22T08:08:25.086746Z,2022-03-22T08:08:47.273512Z,2022-03-22T08:09:47.273512Z,earthquake,2.885257668,suspected,./arquivos/mseed/20220322T080825/BL_BSCB_20220322T080825.mseed,21.9004597702669,32.885208060369024,4.230943073299964,92.65959856709526,Sudeste,18.038290868304795,>= 15,2.885257668,[2-3[,264.83374914949707,[250-300[,>=0.9,[200-250[,[2-3[,>= 15,8,"[-22.76112366, -44.25880814]"
20220322T080825,CANS,BL_CANS_20220322T080825,CANS,0,0.991,0.009,0,Natural,usp2022fquj,,P,BL,,HHZ,-20.2896,-46.3921,351.74347250852423,-22.76112366,-44.25880814,2022-03-22T08:09:16.371360Z,2022-03-22T08:08:25.086746Z,2022-03-22T08:09:06.371360Z,2022-03-22T08:10:06.371360Z,earthquake,2.885257668,suspected,./arquivos/mseed/20220322T080825/BL_CANS_20220322T080825.mseed,1.1151274731442054,3.2942863281418804,11.459486604963988,12.778788341323361,Sudeste,18.038290868304795,>= 15,2.885257668,[2-3[,264.83374914949707,[250-300[,>=0.9,>=300,[2-3[,[1-2[,8,"[-22.76112366, -44.25880814]"
20220322T080825,PARB,BL_PARB_20220322T080825,PARB,0,1.0,0.0,0,Natural,usp2022fquj,,P,BL,,HHZ,-23.3421,-45.6246,154.04923682583316,-22.76112366,-44.25880814,2022-03-22T08:08:50.878812Z,2022-03-22T08:08:25.086746Z,2022-03-22T08:08:40.878812Z,2022-03-22T08:09:40.878812Z,earthquake,2.885257668,suspected,./arquivos/mseed/20220322T080825/BL_PARB_20220322T080825.mseed,47.61324046941496,169.94233333634966,304.338048166292,14490.520671334056,Sudeste,18.038290868304795,>= 15,2.885257668,[2-3[,264.83374914949707,[250-300[,>=0.9,[150-200[,[2-3[,>= 15,8,"[-22.76112366, -44.25880814]"
20220322T080825,PET01,ON_PET01_20220322T080825,PET01,0,0.875,0.125,0,Natural,usp2022fquj,,P,ON,,HHZ,-24.290108,-47.275344,351.5097995086785,-22.76112366,-44.25880814,2022-03-22T08:09:16.211362Z,2022-03-22T08:08:25.086746Z,2022-03-22T08:09:06.211362Z,2022-03-22T08:10:06.211362Z,earthquake,2.885257668,suspected,./arquivos/mseed/20220322T080825/ON_PET01_20220322T080825.mseed,1.5243357603931165,2.5198556228516003,5.177632903835451,7.8924509895044315,Sudeste,18.038290868304795,>= 15,2.885257668,[2-3[,264.83374914949707,[250-300[,[0.8-0.9[,>=300,[2-3[,[1-2[,8,"[-22.76112366, -44.25880814]"
20220326T034039,CANS,BL_CANS_20220326T034039,CANS,0,0.942,0.058,0,Natural,usp2022fxtn,,P,BL,,HHZ,-20.2896,-46.3921,254.1617610510302,-21.0893631,-48.67886734,2022-03-26T03:41:18.577062Z,2022-03-26T03:40:39.830327Z,2022-03-26T03:41:08.577062Z,2022-03-26T03:42:08.577062Z,earthquake,2.457976171,known,./arquivos/mseed/20220326T034039/BL_CANS_20220326T034039.mseed,2.899653838975779,2.8121427029621406,5.934099325980331,17.20683389144245,Sudeste,1.589948674386825,[1-2[,2.457976171,[2-3[,306.98369038663066,>=300,>=0.9,[250-300[,[2-3[,[2-3[,3,"[-21.0893631, -48.67886734]"
20220326T034039,ITRB,BL_ITRB_20220326T034039,ITRB,0,0.996,0.004,0,Natural,usp2022fxtn,,P,BL,,HHZ,-19.7042,-50.359,232.9609668376094,-21.0893631,-48.67886734,2022-03-26T03:41:16.314094Z,2022-03-26T03:40:39.830327Z,2022-03-26T03:41:06.314094Z,2022-03-26T03:42:06.314094Z,earthquake,2.457976171,known,./arquivos/mseed/20220326T034039/BL_ITRB_20220326T034039.mseed,1.0233259233864467,2.8589584716758223,6.292079854787947,6.438848427422135,Sudeste,1.589948674386825,[1-2[,2.457976171,[2-3[,306.98369038663066,>=300,>=0.9,[200-250[,[2-3[,[1-2[,3,"[-21.0893631, -48.67886734]"
20220326T034039,LDASE,BX_LDASE_20220326T034039,LDASE,0,0.544,0.456,0,Natural,usp2022fxtn,,P,BX,,HHZ,-23.3932,-51.1177,358.15577501793854,-21.0893631,-48.67886734,2022-03-26T03:41:31.778791Z,2022-03-26T03:40:39.830327Z,2022-03-26T03:41:21.778791Z,2022-03-26T03:42:21.778791Z,earthquake,2.457976171,known,./arquivos/mseed/20220326T034039/BX_LDASE_20220326T034039.mseed,1.3417004642851291,1.529307791240855,5.100213069540649,6.842958243355772,Sudeste,1.589948674386825,[1-2[,2.457976171,[2-3[,306.98369038663066,>=300,[0.4-0.6[,>=300,[2-3[,[1-2[,3,"[-21.0893631, -48.67886734]"
20220326T034039,PET01,ON_PET01_20220326T034039,PET01,0,0.604,0.396,0,Natural,usp2022fxtn,,P,ON,,HHZ,-24.290108,-47.275344,382.6562586399445,-21.0893631,-48.67886734,2022-03-26T03:41:34.528070Z,2022-03-26T03:40:39.830327Z,2022-03-26T03:41:24.528070Z,2022-03-26T03:42:24.528070Z,earthquake,2.457976171,known,./arquivos/mseed/20220326T034039/ON_PET01_20220326T034039.mseed,1.095114470899945,1.5757537594819282,3.947156665269241,4.322588383045516,Sudeste,1.589948674386825,[1-2[,2.457976171,[2-3[,306.98369038663066,>=300,[0.6-0.8[,>=300,[2-3[,[1-2[,3,"[-21.0893631, -48.67886734]"
20220329T091355,BB19B,BL_BB19B_20220329T091355,BB19B,0,0.933,0.067,0,Natural,usp2022gdrb,,P,BL,,HHZ,-21.0662,-48.5279,15.639602957097429,-20.95326424,-48.61825943,2022-03-29T09:13:59.970352Z,2022-03-29T09:13:55.939667Z,2022-03-29T09:13:49.970352Z,2022-03-29T09:14:49.970352Z,earthquake,2.120191821,known,./arquivos/mseed/20220329T091355/BL_BB19B_20220329T091355.mseed,70.13282222933425,17.833078226272796,9.297935769459237,652.0904764192528,Sudeste,24.178715597571138,>= 15,2.120191821,[2-3[,231.2781344588294,[200-250[,>=0.9,<50,[2-3[,>= 15,9,"[-20.95326424, -48.61825943]"
20220329T091355,PCMB,BL_PCMB_20220329T091355,PCMB,0,0.166,0.834,1,Anthropogenic,usp2022gdrb,,P,BL,,HHZ,-21.6074,-51.2619,283.7379045172825,-20.95326424,-48.61825943,2022-03-29T09:14:38.564372Z,2022-03-29T09:13:55.939667Z,2022-03-29T09:14:28.564372Z,2022-03-29T09:15:28.564372Z,earthquake,2.120191821,known,./arquivos/mseed/20220329T091355/BL_PCMB_20220329T091355.mseed,1.248474489340434,1.20917082164341,7.2241063847739015,9.019112529671565,Sudeste,24.178715597571138,>= 15,2.120191821,[2-3[,231.2781344588294,[200-250[,<0.2,[250-300[,[2-3[,[1-2[,9,"[-20.95326424, -48.61825943]"
20220329T091355,PET01,ON_PET01_20220329T091355,PET01,0,0.428,0.572,1,Anthropogenic,usp2022gdrb,,P,ON,,HHZ,-24.290108,-47.275344,394.4568959021083,-20.95326424,-48.61825943,2022-03-29T09:14:51.803985Z,2022-03-29T09:13:55.939667Z,2022-03-29T09:14:41.803985Z,2022-03-29T09:15:41.803985Z,earthquake,2.120191821,known,./arquivos/mseed/20220329T091355/ON_PET01_20220329T091355.mseed,1.1548500740387202,1.1534986190697518,5.227149934099682,6.036574488406509,Sudeste,24.178715597571138,>= 15,2.120191821,[2-3[,231.2781344588294,[200-250[,[0.4-0.6[,>=300,[2-3[,[1-2[,9,"[-20.95326424, -48.61825943]"
20220330T060848,BB19B,BL_BB19B_20220330T060848,BB19B,0,0.837,0.163,0,Natural,usp2022gfgl,,P,BL,,HHZ,-21.0662,-48.5279,395.6638703055922,-23.76449585,-51.04737854,2022-03-30T06:09:44.563088Z,2022-03-30T06:08:48.260050Z,2022-03-30T06:09:34.563088Z,2022-03-30T06:10:34.563088Z,earthquake,2.586872792,known,./arquivos/mseed/20220330T060848/BL_BB19B_20220330T060848.mseed,1.1363531571224597,2.175916529639447,4.896348751091757,5.563981361675731,Sul,21.30177382945769,>= 15,2.586872792,[2-3[,229.93705839451164,[200-250[,[0.8-0.9[,>=300,[2-3[,[1-2[,6,"[-23.76449585, -51.04737854]"
20220330T060848,FRTB,BL_FRTB_20220330T060848,FRTB,0,1.0,0.0,0,Natural,usp2022gfgl,,P,BL,,HHZ,-23.3439,-49.564,158.45231917293592,-23.76449585,-51.04737854,2022-03-30T06:09:14.574941Z,2022-03-30T06:08:48.260050Z,2022-03-30T06:09:04.574941Z,2022-03-30T06:10:04.574941Z,earthquake,2.586872792,known,./arquivos/mseed/20220330T060848/BL_FRTB_20220330T060848.mseed,23.435451610183645,69.05270718700788,1.8334612478084586,42.96799235216206,Sul,21.30177382945769,>= 15,2.586872792,[2-3[,229.93705839451164,[200-250[,>=0.9,[150-200[,[2-3[,>= 15,6,"[-23.76449585, -51.04737854]"
20220330T060848,ITAB,BL_ITAB_20220330T060848,ITAB,0,0.918,0.082,0,Natural,usp2022gfgl,,P,BL,,HHZ,-27.2349,-52.1313,399.592155206612,-23.76449585,-51.04737854,2022-03-30T06:09:45.080896Z,2022-03-30T06:08:48.260050Z,2022-03-30T06:09:35.080896Z,2022-03-30T06:10:35.080896Z,earthquake,2.586872792,known,./arquivos/mseed/20220330T060848/BL_ITAB_20220330T060848.mseed,1.2578109823163746,1.485238523800136,2.193680468301025,2.759235384721957,Sul,21.30177382945769,>= 15,2.586872792,[2-3[,229.93705839451164,[200-250[,>=0.9,>=300,[2-3[,[1-2[,6,"[-23.76449585, -51.04737854]"
20220330T060848,LDASE,BX_LDASE_20220330T060848,LDASE,0,0.993,0.007,0,Natural,usp2022gfgl,,P,BX,,HHZ,-23.3932,-51.1177,41.74367029399604,-23.76449585,-51.04737854,2022-03-30T06:08:55.439513Z,2022-03-30T06:08:48.260050Z,2022-03-30T06:08:45.439513Z,2022-03-30T06:09:45.439513Z,earthquake,2.586872792,known,./arquivos/mseed/20220330T060848/BX_LDASE_20220330T060848.mseed,56.014590367157076,57.149020177943186,4.723241234358294,264.5704229478452,Sul,21.30177382945769,>= 15,2.586872792,[2-3[,229.93705839451164,[200-250[,>=0.9,<50,[2-3[,>= 15,6,"[-23.76449585, -51.04737854]"
20220330T060848,PCMB,BL_PCMB_20220330T060848,PCMB,0,1.0,0.0,0,Natural,usp2022gfgl,,P,BL,,HHZ,-21.6074,-51.2619,239.89100519469548,-23.76449585,-51.04737854,2022-03-30T06:09:25.472414Z,2022-03-30T06:08:48.260050Z,2022-03-30T06:09:15.472414Z,2022-03-30T06:10:15.472414Z,earthquake,2.586872792,known,./arquivos/mseed/20220330T060848/BL_PCMB_20220330T060848.mseed,1.005750900868717,3.1582286203641363,4.797200051891212,4.824788273837044,Sul,21.30177382945769,>= 15,2.586872792,[2-3[,229.93705839451164,[200-250[,>=0.9,[200-250[,[2-3[,[1-2[,6,"[-23.76449585, -51.04737854]"
20220330T060848,PTGB,BL_PTGB_20220330T060848,PTGB,0,0.998,0.002,0,Natural,usp2022gfgl,,P,BL,,HHZ,-24.72095,-52.01182,144.2793301932382,-23.76449585,-51.04737854,2022-03-30T06:09:12.321043Z,2022-03-30T06:08:48.260050Z,2022-03-30T06:09:02.321043Z,2022-03-30T06:10:02.321043Z,earthquake,2.586872792,known,./arquivos/mseed/20220330T060848/BL_PTGB_20220330T060848.mseed,44.96068595909788,101.66964847133542,1.5300708537539047,68.79303515079809,Sul,21.30177382945769,>= 15,2.586872792,[2-3[,229.93705839451164,[200-250[,>=0.9,[100-150[,[2-3[,>= 15,6,"[-23.76449585, -51.04737854]"
20220331T005707,AMBA,XC_AMBA_20220331T005707,AMBA,0,0.967,0.033,0,Natural,usp2022ggrr,,P,XC,,HHZ,-22.92694,-54.9905,382.5418667617672,-24.77883333,-58.16066667,2022-03-31T00:58:01.346253Z,2022-03-31T00:57:07.209999Z,2022-03-31T00:57:51.346253Z,2022-03-31T00:58:51.346253Z,earthquake,3.852648066,known,./arquivos/mseed/20220331T005707/XC_AMBA_20220331T005707.mseed,36.96750945382785,102.923933908691,1.092927444556682,40.40280563899705,,34.13230749351551,>= 15,3.852648066,>=3,366.2992577222085,>=300,>=0.9,>=300,>=3,>= 15,0,"[-24.77883333, -58.16066667]"
20220331T005707,MURT,XC_MURT_20220331T005707,MURT,0,0.993,0.007,0,Natural,usp2022ggrr,,P,XC,,HHZ,-21.6592,-57.61,350.0566486826498,-24.77883333,-58.16066667,2022-03-31T00:57:55.916782Z,2022-03-31T00:57:07.209999Z,2022-03-31T00:57:45.916782Z,2022-03-31T00:58:45.916782Z,earthquake,3.852648066,known,./arquivos/mseed/20220331T005707/XC_MURT_20220331T005707.mseed,31.29710553320317,147.30466283291196,1.5564453905965683,48.71223564616842,,34.13230749351551,>= 15,3.852648066,>=3,366.2992577222085,>=300,>=0.9,>=300,>=3,>= 15,0,"[-24.77883333, -58.16066667]"
20220401T082514,PDRB,BR_PDRB_20220401T082514,PDRB,0,0.874,0.126,0,Natural,usp2022gjby,,P,BR,,HHZ,-11.612297,-56.729597,114.38973665706588,-11.44184303,-57.76384735,2022-04-01T08:25:35.241713Z,2022-04-01T08:25:14.382554Z,2022-04-01T08:25:25.241713Z,2022-04-01T08:26:25.241713Z,earthquake,3.649945123,suspected,./arquivos/mseed/20220401T082514/BR_PDRB_20220401T082514.mseed,835.2268846570206,935.4726379550578,9.647469532981278,8057.825922855474,Centro-Oeste,418.358875852662,>= 15,3.649945123,>=3,213.90132065783212,[200-250[,[0.8-0.9[,[100-150[,>=3,>= 15,8,"[-11.44184303, -57.76384735]"
20220401T082514,VILB,BR_VILB_20220401T082514,VILB,0,0.111,0.889,1,Anthropogenic,usp2022gjby,,P,BR,,HHZ,-12.9528,-60.2002,313.41290465859834,-11.44184303,-57.76384735,2022-04-01T08:26:01.037041Z,2022-04-01T08:25:14.382554Z,2022-04-01T08:25:51.037041Z,2022-04-01T08:26:51.037041Z,earthquake,3.649945123,suspected,./arquivos/mseed/20220401T082514/BR_VILB_20220401T082514.mseed,1.4908670483033704,28.393748853823944,12.90895340825863,19.245533264456277,Centro-Oeste,418.358875852662,>= 15,3.649945123,>=3,213.90132065783212,[200-250[,<0.2,>=300,>=3,[1-2[,8,"[-11.44184303, -57.76384735]"
20220402T040631,BB19B,BL_BB19B_20220402T040631,BB19B,0,0.989,0.011,0,Natural,usp2022gkox,,P,BL,,HHZ,-21.0662,-48.5279,12.96370356049783,-20.9706,-48.5999,2022-04-02T04:06:33.318796Z,2022-04-02T04:06:31.000000Z,2022-04-02T04:06:23.318796Z,2022-04-02T04:07:23.318796Z,earthquake,1.261666035,suspected,./arquivos/mseed/20220402T040631/BL_BB19B_20220402T040631.mseed,10.34046766019023,2.5177045620162386,8.344406051996858,86.28506092416914,Sudeste,10.34046766019023,[10-11[,1.261666035,[1-2[,12.96370356049783,<50,>=0.9,<50,[1-2[,[10-11[,4,"[-20.9706, -48.5999]"
20220407T090019,BB19B,BL_BB19B_20220407T090019,BB19B,0,0.873,0.127,0,Natural,usp2022gucd,,P,BL,,HHZ,-21.0662,-48.5279,15.850102656407136,-20.95274162,-48.6208725,2022-04-07T09:00:22.116723Z,2022-04-07T09:00:19.011491Z,2022-04-07T09:00:12.116723Z,2022-04-07T09:01:12.116723Z,earthquake,2.332101858,known,./arquivos/mseed/20220407T090019/BL_BB19B_20220407T090019.mseed,46.52755244092289,13.069824798730238,8.374041582819444,389.6236588871006,Sudeste,16.603651918940056,>= 15,2.332101858,[2-3[,180.52020275538894,[150-200[,[0.8-0.9[,<50,[2-3[,>= 15,9,"[-20.95274162, -48.6208725]"
20220407T090019,CANS,BL_CANS_20220407T090019,CANS,0,0.729,0.271,0,Natural,usp2022gucd,,P,BL,,HHZ,-20.2896,-46.3921,243.62791781573685,-20.95274162,-48.6208725,2022-04-07T09:00:56.358325Z,2022-04-07T09:00:19.011491Z,2022-04-07T09:00:46.358325Z,2022-04-07T09:01:46.358325Z,earthquake,2.332101858,known,./arquivos/mseed/20220407T090019/BL_CANS_20220407T090019.mseed,1.9374516651445142,1.2630947203673388,24.815697885774853,48.07921519051769,Sudeste,16.603651918940056,>= 15,2.332101858,[2-3[,180.52020275538894,[150-200[,[0.6-0.8[,[200-250[,[2-3[,[1-2[,9,"[-20.95274162, -48.6208725]"
20220407T090019,FRTB,BL_FRTB_20220407T090019,FRTB,0,0.703,0.297,0,Natural,usp2022gucd,,P,BL,,HHZ,-23.3439,-49.564,282.0825877940229,-20.95274162,-48.6208725,2022-04-07T09:01:01.297350Z,2022-04-07T09:00:19.011491Z,2022-04-07T09:00:51.297350Z,2022-04-07T09:01:51.297350Z,earthquake,2.332101858,known,./arquivos/mseed/20220407T090019/BL_FRTB_20220407T090019.mseed,1.345951650752757,1.2499208083742828,3.156660783635456,4.248712792600633,Sudeste,16.603651918940056,>= 15,2.332101858,[2-3[,180.52020275538894,[150-200[,[0.6-0.8[,[250-300[,[2-3[,[1-2[,9,"[-20.95274162, -48.6208725]"
20220408T010013,BB19B,BL_BB19B_20220408T010013,BB19B,0,0.976,0.024,0,Natural,usp2022gvhu,,P,BL,,HHZ,-21.0662,-48.5279,13.474231729536022,-20.96911812,-48.60606003,2022-04-08T01:00:16.035710Z,2022-04-08T01:00:13.826893Z,2022-04-08T01:00:06.035710Z,2022-04-08T01:01:06.035710Z,earthquake,1.998062237,known,./arquivos/mseed/20220408T010013/BL_BB19B_20220408T010013.mseed,21.946272725340513,20.4721206558951,8.289130929092552,181.91552802592034,Sudeste,21.946272725340513,>= 15,1.998062237,[1-2[,13.474231729536022,<50,>=0.9,<50,[1-2[,>= 15,1,"[-20.96911812, -48.60606003]"
20220409T024256,BB19B,BL_BB19B_20220409T024256,BB19B,0,0.96,0.04,0,Natural,usp2022gxgr,,P,BL,,HHZ,-21.0662,-48.5279,13.87585155630096,-20.96383095,-48.60490036,2022-04-09T02:42:59.219498Z,2022-04-09T02:42:56.874232Z,2022-04-09T02:42:49.219498Z,2022-04-09T02:43:49.219498Z,earthquake,1.698091764,known,./arquivos/mseed/20220409T024256/BL_BB19B_20220409T024256.mseed,14.99683435627733,8.797928303417777,6.620905473002991,99.29262266719586,Sudeste,14.99683435627733,[14-15[,1.698091764,[1-2[,13.87585155630096,<50,>=0.9,<50,[1-2[,[14-15[,2,"[-20.96383095, -48.60490036]"
20220410T073351,BB19B,BL_BB19B_20220410T073351,BB19B,0,0.95,0.05,0,Natural,usp2022gzlu,,P,BL,,HHZ,-21.0662,-48.5279,16.063857198495604,-20.95151138,-48.62253952,2022-04-10T07:33:54.997647Z,2022-04-10T07:33:51.903409Z,2022-04-10T07:33:44.997647Z,2022-04-10T07:34:44.997647Z,earthquake,2.063513291,known,./arquivos/mseed/20220410T073351/BL_BB19B_20220410T073351.mseed,39.201539919932195,17.442687378398833,4.202430513623968,164.74174754057114,Sudeste,13.881207441772375,[13-14[,2.063513291,[2-3[,180.65624321956443,[150-200[,>=0.9,<50,[2-3[,>= 15,7,"[-20.95151138, -48.62253952]"
20220410T073351,CANS,BL_CANS_20220410T073351,CANS,0,0.951,0.049,0,Natural,usp2022gzlu,,P,BL,,HHZ,-20.2896,-46.3921,243.75350827048825,-20.95151138,-48.62253952,2022-04-10T07:34:29.421806Z,2022-04-10T07:33:51.903409Z,2022-04-10T07:34:19.421806Z,2022-04-10T07:35:19.421806Z,earthquake,2.063513291,known,./arquivos/mseed/20220410T073351/BL_CANS_20220410T073351.mseed,1.2739422759027113,1.5295627966465764,3.6305004597655732,4.625048018379594,Sudeste,13.881207441772375,[13-14[,2.063513291,[2-3[,180.65624321956443,[150-200[,>=0.9,[200-250[,[2-3[,[1-2[,7,"[-20.95151138, -48.62253952]"
