folder,match_status,sisbra_time,sisbra_lat,sisbra_lon,sisbra_mag,fdsn_event_id,fdsn_origin_time,picks_count
20230814T161401_usp2023pwii_row5458,matched,2023-08-14T16:14:02Z,-9.88,-39.87,2.3,usp2023pwii,2023-08-14T16:14:01.693180Z,4
20230814T173820_usp2023pwlc_row5459,matched,2023-08-14T17:38:21Z,-5.88,-50.66,3.7,usp2023pwlc,2023-08-14T17:38:20.899999Z,1
20230815T164248_usp2023pyeu_row5460,matched,2023-08-15T16:42:49Z,-13.49,-49.06,2.9,usp2023pyeu,2023-08-15T16:42:48.557338Z,5
20230815T182916_usp2023pyih_row5461,matched,2023-08-15T18:29:16Z,-20.44,-43.17,2.1,usp2023pyih,2023-08-15T18:29:16.310031Z,2
20230817T185253_row5462,no_match,2023-08-17T18:52:53Z,-6.04,-50.21,3.2,,,0
20230822T211939_usp2023qlil_row5463,matched,2023-08-22T21:19:39Z,-24.32,-50.67,2.4,usp2023qlil,2023-08-22T21:19:39.340000Z,5
20230823T012531_usp2023qlqo_row5464,matched,2023-08-23T01:25:32Z,-7.47,-49.69,2.5,usp2023qlqo,2023-08-23T01:25:31.526755Z,2
20230824T083808_usp2023qoai_row5465,matched,2023-08-24T08:38:08Z,-13.4,-38.84,2.2,usp2023qoai,2023-08-24T08:38:08.330221Z,1
20230824T130305_usp2023qojb_row5466,matched,2023-08-24T13:03:06Z,-5.38,-39.93,2.1,usp2023qojb,2023-08-24T13:03:05.986888Z,4
20230824T140740_usp2023qole_row5467,matched,2023-08-24T14:07:41Z,-14.22,-50.19,2.9,usp2023qole,2023-08-24T14:07:40.808206Z,6
20230825T002817_usp2023qpfr_row5468,matched,2023-08-25T00:28:17Z,-3.91,-39.41,1.9,usp2023qpfr,2023-08-25T00:28:17.211720Z,4
20230825T094743_usp2023qpyc_row5469,matched,2023-08-25T09:47:44Z,-9.9,-39.84,2.3,usp2023qpyc,2023-08-25T09:47:43.895651Z,4
20230825T193439_usp2023qqrm_row5470,matched,2023-08-25T19:34:40Z,-9.76,-36.7,2.1,usp2023qqrm,2023-08-25T19:34:39.932263Z,5
20230828T141408_usp2023qvtk_row5471,matched,2023-08-28T14:14:09Z,-5.08,-38.23,2.1,usp2023qvtk,2023-08-28T14:14:08.850257Z,4
20230829T033517_usp2023qwtv_row5472,matched,2023-08-29T03:35:17Z,-8.11,-35.22,2.0,usp2023qwtv,2023-08-29T03:35:17.280803Z,5
20230829T163914_usp2023qxts_row5473,matched,2023-08-29T16:39:15Z,-19.41,-44.16,2.3,usp2023qxts,2023-08-29T16:39:14.918234Z,4
20230829T195520_row5474,no_match,2023-08-29T19:55:20Z,-10.24,-36.88,2.0,,,0
20230830T210919_row5475,no_match,2023-08-30T21:09:19Z,-11.23,-40.51,2.4,,,0
20230830T213750_row5476,no_match,2023-08-30T21:37:50Z,-11.25,-40.51,2.4,,,0
20230831T000109_row5477,no_match,2023-08-31T00:01:09Z,-9.82,-39.84,2.3,,,0
20230831T041908_row5478,no_match,2023-08-31T04:19:08Z,-9.81,-39.84,2.3,,,0
20230831T042013_row5479,no_match,2023-08-31T04:20:13Z,-9.85,-39.86,2.6,,,0
20230831T130724_usp2023rbds_row5480,matched,2023-08-31T13:07:24Z,-9.91,-39.77,2.5,usp2023rbds,2023-08-31T13:07:24.482356Z,3
20230831T135314_usp2023rbff_row5481,matched,2023-08-31T13:53:15Z,-9.78,-39.76,2.2,usp2023rbff,2023-08-31T13:53:14.884387Z,3
20230831T175023_row5482,no_match,2023-08-31T17:50:23Z,-2.5,-50.18,2.5,,,0
20230901T170227_row5483,no_match,2023-09-01T17:02:27Z,-9.88,-39.85,2.0,,,0
20230902T053155_usp2023refs_row5484,matched,2023-09-02T05:31:55Z,-20.62,-44.81,2.1,usp2023refs,2023-09-02T05:31:55.197931Z,5
20230902T111102_usp2023reqw_row5485,matched,2023-09-02T11:11:02Z,-8.22,-74.22,5.3,usp2023reqw,2023-09-02T11:11:02.034937Z,0
20230904T094023_usp2023riex_row5486,matched,2023-09-04T09:40:24Z,-9.9,-39.78,2.3,usp2023riex,2023-09-04T09:40:23.759161Z,3
20230904T095456_usp2023rifj_row5487,matched,2023-09-04T09:54:57Z,-9.87,-39.86,2.3,usp2023rifj,2023-09-04T09:54:56.961107Z,3
20230904T105603_row5488,no_match,2023-09-04T10:56:03Z,-9.88,-39.86,2.0,,,0
20230905T160006_row5489,no_match,2023-09-05T16:00:06Z,-3.56,-50.16,2.4,,,0
20230905T163450_row5490,no_match,2023-09-05T16:34:50Z,-2.44,-49.24,3.0,,,0
20230905T184045_row5491,no_match,2023-09-05T18:40:45Z,-2.77,-49.99,2.7,,,0
20230905T212039_usp2023rkxn_row5492,matched,2023-09-05T21:20:40Z,-22.43,-58.17,2.9,usp2023rkxn,2023-09-05T21:20:39.500000Z,3
20230906T175316_row5493,no_match,2023-09-06T17:53:16Z,-5.04,-48.97,2.9,,,0
20230906T230212_usp2023rmwj_row5494,matched,2023-09-06T23:02:19Z,-24.3,-48.1,2.3,usp2023rmwj,2023-09-06T23:02:12.070000Z,3
20230907T163345_usp2023rofb_row5495,matched,2023-09-07T16:33:47Z,-20.41,-44.06,2.4,usp2023rofb,2023-09-07T16:33:45.294976Z,8
20230908T170134_row5496,no_match,2023-09-08T17:01:34Z,-5.79,-50.46,3.3,,,0
20230910T170514_row5497,no_match,2023-09-10T17:05:14Z,-19.58,-43.38,2.1,,,0
20230912T130302_row5498,no_match,2023-09-12T13:03:02Z,-8.46,-36.6,1.8,,,0
20230914T203815_row5499,no_match,2023-09-14T20:38:15Z,-5.23,-49.69,2.8,,,0
20230917T154526_usp2023sgkm_row5500,matched,2023-09-17T15:45:27Z,-9.97,-39.81,2.7,usp2023sgkm,2023-09-17T15:45:26.552237Z,3
20230919T011335_usp2023siys_row5501,matched,2023-09-19T01:13:36Z,-20.98,-48.62,2.2,usp2023siys,2023-09-19T01:13:35.783113Z,4
20230921T072432_usp2023snbz_row5502,matched,2023-09-21T07:24:32Z,-13.54,-42.64,3.1,usp2023snbz,2023-09-21T07:24:32.369999Z,1
20230922T021156_usp2023sond_row5503,matched,2023-09-22T02:11:57Z,-8.8,-74.23,4.9,usp2023sond,2023-09-22T02:11:56.603559Z,0
20230922T101454_usp2023spdb_row5504,matched,2023-09-22T10:14:54Z,-10.06,-73.05,4.5,usp2023spdb,2023-09-22T10:14:54.170210Z,0
20230924T121300_row5505,no_match,2023-09-24T12:13:00Z,-9.59,-39.89,2.1,,,0
20230926T022759_usp2023svvs_row5506,matched,2023-09-26T02:27:59Z,-9.92,-39.84,2.5,usp2023svvs,2023-09-26T02:27:59.545528Z,0
20230927T084749_usp2023sydt_row5507,matched,2023-09-27T08:47:50Z,-13.73,-48.63,2.8,usp2023sydt,2023-09-27T08:47:49.562060Z,2
20231001T054857_usp2023tffw_row5508,matched,2023-10-01T05:48:58Z,-13.53,-48.84,3.0,usp2023tffw,2023-10-01T05:48:57.869999Z,4
20231001T170903_usp2023tgch_row5509,matched,2023-10-01T17:09:04Z,-20.63,-44.54,2.6,usp2023tgch,2023-10-01T17:09:03.742244Z,9
20231003T051534_usp2023tivt_row5510,matched,2023-10-03T05:15:34Z,-9.83,-39.89,2.1,usp2023tivt,2023-10-03T05:15:34.262748Z,5
20231004T193357_usp2023tlto_row5511,matched,2023-10-04T19:33:58Z,-20.5,-56.18,1.8,usp2023tlto,2023-10-04T19:33:57.538336Z,4
20231005T094012_usp2023tmvm_row5512,matched,2023-10-05T09:40:12Z,-9.84,-39.89,2.2,usp2023tmvm,2023-10-05T09:40:12.202006Z,4
20231008T125207_usp2023tsoi_row5513,matched,2023-10-08T12:52:08Z,-17.0,-57.27,2.5,usp2023tsoi,2023-10-08T12:52:07.717612Z,4
20231010T142814_usp2023twin_row5514,matched,2023-10-10T14:28:15Z,-8.07,-37.87,2.1,usp2023twin,2023-10-10T14:28:14.740770Z,12
20231011T144603_usp2023tyep_row5515,matched,2023-10-11T14:46:04Z,-8.36,-36.19,2.3,usp2023tyep,2023-10-11T14:46:03.896931Z,7
20231014T001925_usp2023ucon_row5516,matched,2023-10-14T00:19:26Z,-19.73,-46.98,2.0,usp2023ucon,2023-10-14T00:19:25.688117Z,7
20231014T151420_usp2023udsb_row5517,matched,2023-10-14T15:14:21Z,-12.91,-43.84,3.3,usp2023udsb,2023-10-14T15:14:20.813650Z,2
20231023T042726_row5518,no_match,2023-10-23T04:27:26Z,-5.26,-34.81,2.1,,,0
20231024T155042_row5519,no_match,2023-10-24T15:50:42Z,-9.87,-39.88,2.0,,,0
20231025T150314_usp2023uxuf_row5520,matched,2023-10-25T15:03:14Z,-10.95,-39.26,2.2,usp2023uxuf,2023-10-25T15:03:14.147298Z,3
20231026T011806_usp2023uyom_row5521,matched,2023-10-26T01:18:07Z,-8.33,-36.15,2.5,usp2023uyom,2023-10-26T01:18:06.709818Z,6
20231026T093841_usp2023uzfa_row5522,matched,2023-10-26T09:38:42Z,-9.83,-39.92,2.3,usp2023uzfa,2023-10-26T09:38:41.848424Z,1
20231026T191247_usp2023uzxy_row5523,matched,2023-10-26T19:12:47Z,-20.54,-56.66,2.1,usp2023uzxy,2023-10-26T19:12:47.492734Z,3
20231027T082013_usp2023vaxx_row5524,matched,2023-10-27T08:20:14Z,-19.51,-44.07,2.2,usp2023vaxx,2023-10-27T08:20:13.939937Z,6
20231027T144841_usp2023vbkt_row5525,matched,2023-10-27T14:48:42Z,-20.35,-45.58,2.5,usp2023vbkt,2023-10-27T14:48:41.845175Z,7
20231102T150714_usp2023vmkj_row5526,matched,2023-11-02T15:07:14Z,-8.96,-35.77,2.3,usp2023vmkj,2023-11-02T15:07:14.418698Z,6
20231102T191312_usp2023vmsm_row5527,matched,2023-11-02T19:13:12Z,-14.0,-46.51,2.0,usp2023vmsm,2023-11-02T19:13:12.499067Z,3
20231105T043523_usp2023vrca_row5528,matched,2023-11-05T04:35:24Z,-13.07,-43.47,2.7,usp2023vrca,2023-11-05T04:35:23.611865Z,2
20231107T075251_usp2023vuzo_row5529,matched,2023-11-07T07:52:52Z,-20.26,-43.87,2.1,usp2023vuzo,2023-11-07T07:52:51.678648Z,4
20231111T052909_usp2023wccv_row5530,matched,2023-11-11T05:29:10Z,-20.07,-49.05,2.4,usp2023wccv,2023-11-11T05:29:09.512468Z,7
20231114T033842_usp2023whlr_row5531,matched,2023-11-14T03:38:43Z,-15.18,-36.94,2.9,usp2023whlr,2023-11-14T03:38:42.526585Z,0
20231115T223938_usp2023wksv_row5532,matched,2023-11-15T22:39:38Z,-18.57,-44.2,2.4,usp2023wksv,2023-11-15T22:39:38.426033Z,9
20231116T092253_usp2023wlob_row5533,matched,2023-11-16T09:22:54Z,-16.48,-40.66,2.4,usp2023wlob,2023-11-16T09:22:53.847286Z,2
20231116T164136_usp2023wmcn_row5534,matched,2023-11-16T16:41:37Z,-8.02,-37.87,2.0,usp2023wmcn,2023-11-16T16:41:36.714038Z,5
20231118T011338_usp2023woox_row5535,matched,2023-11-18T01:13:38Z,-4.04,-38.98,2.1,usp2023woox,2023-11-18T01:13:38.148922Z,4
20231119T032020_usp2023wqop_row5536,matched,2023-11-19T03:20:21Z,-29.43,-54.57,2.0,usp2023wqop,2023-11-19T03:20:20.870497Z,6
20231119T093038_usp2023wrav_row5537,matched,2023-11-19T09:30:39Z,-29.43,-54.57,2.2,usp2023wrav,2023-11-19T09:30:38.712379Z,6
20231120T065657_row5538,no_match,2023-11-20T06:56:57Z,-6.26,-50.96,2.6,,,0
20231120T065713_usp2023wsrg_row5539,matched,2023-11-20T06:57:14Z,-7.54,-50.81,2.8,usp2023wsrg,2023-11-20T06:57:13.957394Z,1
20231120T074956_usp2023wssz_row5540,matched,2023-11-20T07:49:57Z,2.59,-59.25,3.8,usp2023wssz,2023-11-20T07:49:56.878647Z,0
20231124T054613_usp2023wzwy_row5541,matched,2023-11-24T05:46:14Z,-9.74,-36.67,1.8,usp2023wzwy,2023-11-24T05:46:13.688326Z,5
20231125T135127_row5542,no_match,2023-11-25T13:51:27Z,-13.38,-38.26,2.5,,,0
20231126T030308_usp2023xdio_row5543,matched,2023-11-26T03:03:09Z,-5.88,-50.6,3.0,usp2023xdio,2023-11-26T03:03:08.530944Z,2
20231126T222507_row5544,no_match,2023-11-26T22:25:07Z,-3.3,-40.53,2.1,,,0
20231127T023304_row5545,no_match,2023-11-27T02:33:04Z,-11.27,-40.57,2.0,,,0
20231127T044816_usp2023xfhn_row5546,matched,2023-11-27T04:48:16Z,-9.65,-35.73,1.4,usp2023xfhn,2023-11-27T04:48:16.460386Z,3
20231127T235503_row5547,no_match,2023-11-27T23:55:03Z,-8.07,-35.19,1.6,,,0
20231128T055040_usp2023xhfc_row5548,matched,2023-11-28T05:50:40Z,-9.61,-35.75,1.7,usp2023xhfc,2023-11-28T05:50:40.406157Z,6
20231128T124311_usp2023xhsr_row5549,matched,2023-11-28T12:43:12Z,-9.75,-37.26,2.2,usp2023xhsr,2023-11-28T12:43:11.530221Z,4
20231128T191217_usp2023xifn_row5550,matched,2023-11-28T19:12:18Z,-9.63,-35.72,1.6,usp2023xifn,2023-11-28T19:12:17.687176Z,4
20231128T204250_usp2023xiin_row5551,matched,2023-11-28T20:42:51Z,-8.1,-34.98,1.8,usp2023xiin,2023-11-28T20:42:50.717432Z,5
20231129T162259_usp2023xjvl_row5552,matched,2023-11-29T16:22:59Z,-9.68,-36.68,1.7,usp2023xjvl,2023-11-29T16:22:59.923406Z,4
20231201T041200_usp2023xmoi_row5553,matched,2023-12-01T04:12:01Z,-18.58,-45.14,3.1,usp2023xmoi,2023-12-01T04:12:00.900000Z,9
20231202T022331_usp2023xogg_row5554,matched,2023-12-02T02:23:31Z,-11.18,-70.07,4.8,usp2023xogg,2023-12-02T02:23:31.426669Z,0
20231209T041003_usp2023ybeh_row5555,matched,2023-12-09T04:10:04Z,-9.76,-39.91,1.8,usp2023ybeh,2023-12-09T04:10:03.905895Z,2
20231209T163505_usp2023yccw_row5556,matched,2023-12-09T16:35:04Z,-5.92,-50.69,3.8,usp2023yccw,2023-12-09T16:35:05.370000Z,0
20231210T012545_row5557,no_match,2023-12-10T01:25:45Z,-9.88,-39.95,2.0,,,0
20231214T005218_usp2023ykbh_row5558,matched,2023-12-14T00:52:19Z,-20.05,-48.87,2.3,usp2023ykbh,2023-12-14T00:52:18.908318Z,4
20231214T023358_usp2023ykeq_row5559,matched,2023-12-14T02:33:59Z,-21.41,-57.13,3.1,usp2023ykeq,2023-12-14T02:33:58.480992Z,4
20231214T033644_row5560,no_match,2023-12-14T03:36:44Z,-9.86,-39.89,2.1,,,0
20231214T051903_usp2023ykkc_row5561,matched,2023-12-14T05:19:04Z,-8.23,-35.78,2.2,usp2023ykkc,2023-12-14T05:19:03.626318Z,4
20231215T170603_usp2023yncs_row5562,matched,2023-12-15T17:06:04Z,-17.2,-56.52,2.7,usp2023yncs,2023-12-15T17:06:03.707179Z,6
20231216T100648_usp2023yokp_row5563,matched,2023-12-16T10:06:50Z,-21.71,-46.51,2.6,usp2023yokp,2023-12-16T10:06:48.763264Z,8
20231216T122549_usp2023yope_row5564,matched,2023-12-16T12:25:50Z,-19.53,-44.14,2.2,usp2023yope,2023-12-16T12:25:49.745589Z,9
20231220T181419_usp2023ywir_row5565,matched,2023-12-20T18:14:20Z,-7.52,-52.32,3.1,usp2023ywir,2023-12-20T18:14:19.429640Z,0
20231222T042211_row5566,no_match,2023-12-22T04:22:11Z,-2.22,-53.55,1.0,,,0
20231224T193302_row5567,no_match,2023-12-24T19:33:02Z,-6.16,-50.93,2.8,,,0
20231228T040546_row5568,no_match,2023-12-28T04:05:46Z,-11.27,-40.54,2.1,,,0
20231229T052539_usp2023zluw_row5569,matched,2023-12-29T05:25:40Z,-13.71,-58.88,3.1,usp2023zluw,2023-12-29T05:25:39.801307Z,1
20231229T154815_row5570,no_match,2023-12-29T15:48:15Z,-9.84,-39.95,2.0,,,0
20231229T160100_row5571,no_match,2023-12-29T16:01:00Z,-8.35,-35.99,2.2,,,0
20231230T135934_usp2023zohi_row5572,matched,2023-12-30T13:59:36Z,-16.59,-55.37,2.8,usp2023zohi,2023-12-30T13:59:34.628619Z,3
